t,current_joint_0,current_joint_1,current_joint_2,current_joint_3,current_joint_4,current_joint_5,nominal_err_0,nominal_err_1,nominal_err_2,nominal_err_3,nominal_err_4,nominal_err_5,rpy_err_0,rpy_err_1,rpy_err_2,setpoints_0,setpoints_1,setpoints_2,setpoints_3,setpoints_4,setpoints_5,vehicle_rpy_0,vehicle_rpy_1,vehicle_rpy_2,vehicle_xyz_0,vehicle_xyz_1,vehicle_xyz_2,wrench_sensor_0,wrench_sensor_1,wrench_sensor_2,wrench_sensor_3,wrench_sensor_4,wrench_sensor_5,xyz_err_0,xyz_err_1,xyz_err_2,zeta_0,zeta_1,zeta_2,zeta_3,zeta_4,zeta_5,zeta_6,zeta_7,zeta_8,zeta_9,zeta_10,zeta_11
1770929038.785780,0.502564,-0.094443,0.395595,-0.424115,-0.973668,0.016413,0.000090,0.000196,-0.002896,-0.000000,-0.000225,-0.000705,0.097493,-0.005628,0.038467,-0.174187,0.180642,0.031292,-0.057182,0.172846,-0.669097,-0.097493,0.005628,0.461533,-0.005170,0.026283,1.982791,24.806397,-1.695338,6.745675,0.046732,0.515049,-0.072591,0.005170,-0.026283,0.017209,-0.014232,-0.053040,0.012006,-0.000432,-0.013077,0.075944,0.000090,0.000195,-0.002893,-0.000000,-0.000225,-0.000705
1770929068.785810,0.015710,0.361280,-0.612539,0.235619,-0.502653,0.486923,-0.000002,0.000003,-0.000071,0.000000,-0.000001,0.000024,0.038315,-0.009758,-0.020109,-0.105415,0.120715,-0.015536,-0.056733,0.120843,-0.657151,-0.038315,0.009758,0.520109,0.006852,-0.002349,2.002342,5.824214,3.185646,24.380939,-0.081881,-1.161491,0.133821,-0.006852,0.002349,-0.002342,-0.009524,0.010962,-0.002014,0.000392,-0.008202,-0.040520,-0.000002,0.000003,-0.000071,0.000000,-0.000001,0.000024
1770929102.485805,-0.581029,0.517419,0.779892,0.424115,-1.020582,-0.568418,-0.000165,0.000944,-0.010202,0.000000,-0.000436,0.002932,-0.021615,0.009989,-0.021895,0.041063,-0.070933,0.072152,-0.043138,0.193354,-0.672963,0.021615,-0.009989,0.521895,0.007837,-0.020575,2.005630,19.558321,-1.593469,-16.477393,0.034495,1.548466,-0.060177,-0.007837,0.020575,-0.005630,0.006863,0.043310,-0.006631,-0.000437,0.009032,-0.043949,-0.000165,0.000943,-0.010192,0.000000,-0.000435,0.002929
1770929132.485809,0.219848,0.298211,-0.060554,-0.675442,-0.439516,0.646573,0.000064,0.000241,-0.002278,-0.000000,-0.000307,-0.002547,0.066579,-0.002206,0.036790,-0.148903,0.152190,0.046880,-0.056460,0.155646,-0.665533,-0.066579,0.002206,0.463210,-0.004379,0.016848,1.985080,14.643660,7.399280,19.753098,-0.245878,-0.574151,0.405800,0.004379,-0.016848,0.014920,-0.007247,-0.034940,0.012593,-0.000162,-0.007090,0.073197,0.000064,0.000241,-0.002275,-0.000000,-0.000306,-0.002544
1770929216.885773,-0.157114,-0.612542,-0.425609,0.581195,-0.675698,-0.218749,0.000035,-0.000068,0.001494,0.000000,0.000256,-0.001162,0.018913,-0.009987,-0.001252,-0.077216,0.094474,0.020740,-0.058247,-0.293093,-0.575705,-0.018913,0.009987,0.501252,-0.003056,-0.004191,2.000054,-9.199956,-10.066737,21.812182,0.330466,-1.489599,-0.546911,0.003056,0.004191,-0.000054,0.009379,0.004408,0.000123,0.000025,-0.009928,-0.002689,0.000035,-0.000068,0.001493,0.000000,0.000256,-0.001161
1770929280.685847,0.675330,-0.172964,0.489481,-0.471239,-1.350732,0.330383,0.000113,0.000176,-0.002534,-0.000000,-0.000153,-0.000515,0.113075,0.009995,0.006211,-0.178437,0.168735,-0.046968,0.074663,-0.201324,-0.611879,-0.113075,-0.009995,0.493789,-0.008676,0.012635,1.996138,24.514217,4.966507,-4.322504,-0.179302,1.076578,0.285243,0.008676,-0.012635,0.003862,0.003337,-0.030683,0.000365,0.000124,0.008521,0.013457,0.000113,0.000176,-0.002532,-0.000000,-0.000153,-0.000515
1770929310.785774,0.329743,-0.503384,0.728912,-0.251327,-0.266929,0.222306,0.000124,0.000729,-0.006346,0.000000,-0.000106,-0.002394,0.068062,0.009422,-0.009908,-0.145325,0.134621,0.034047,0.042864,-0.131700,-0.632477,-0.068062,-0.009422,0.509908,0.004593,-0.006418,1.996727,12.787328,2.899783,21.949165,-0.085445,-0.759363,0.145867,-0.004593,0.006418,0.003273,-0.001718,0.015411,0.004345,-0.000186,0.010737,-0.019108,0.000124,0.000728,-0.006340,0.000000,-0.000106,-0.002392
1770929340.785861,0.267049,0.738262,-0.785178,0.267035,-0.408395,-0.235794,-0.000014,0.000012,-0.000221,0.000000,-0.000012,0.000174,0.048770,-0.000727,-0.006620,-0.121152,0.123433,0.026120,-0.035214,-0.134645,-0.630849,-0.048770,0.000727,0.506620,0.009471,-0.007446,2.005493,9.270221,-1.314438,23.675888,0.036446,-0.986694,-0.072166,-0.009471,0.007446,-0.005493,-0.009324,0.022432,-0.004406,0.000010,-0.000080,-0.013247,-0.000014,0.000012,-0.000220,0.000000,-0.000012,0.000174
1770929414.685836,-0.267092,0.628239,0.111765,-0.282743,-0.801028,-0.329551,0.000057,0.000080,-0.001809,-0.000000,-0.000078,-0.000316,0.022559,0.009983,0.000624,-0.106653,0.091423,0.070099,-0.043560,0.255386,-0.694653,-0.022559,-0.009983,0.499376,0.006293,-0.003317,2.000145,22.557692,-12.416446,0.441141,0.418709,0.709074,-0.666822,-0.006293,0.003317,-0.000145,-0.007865,0.011838,0.000200,0.000012,0.009943,0.001472,0.000057,0.000080,-0.001807,-0.000000,-0.000078,-0.000316
1770929444.785799,-0.424155,0.627972,0.664470,-0.047124,-1.115261,-0.015629,0.000040,0.000347,-0.004736,0.000000,-0.000005,-0.000079,0.004877,0.003338,-0.007594,-0.070376,0.064635,0.061237,-0.054546,0.265415,-0.697976,-0.004877,-0.003338,0.507594,0.008735,-0.005515,2.004071,17.283733,-1.664260,-19.211142,0.042228,1.608978,-0.069584,-0.008735,0.005515,-0.004071,-0.009909,0.018133,-0.003946,-0.000051,0.003409,-0.015156,0.000040,0.000346,-0.004731,0.000000,-0.000005,-0.000079
1770929516.085783,-0.235622,-0.439822,-0.157162,0.282743,-0.895359,0.078558,0.000003,-0.000001,0.000083,0.000000,0.000005,-0.000018,0.019832,-0.009991,-0.000766,-0.083001,0.100381,0.031151,-0.064479,-0.084674,-0.640051,-0.019832,0.009991,0.500766,-0.001117,-0.000298,2.000904,8.117716,-3.041687,24.423071,0.101526,-1.053811,-0.166277,0.001117,0.000298,-0.000904,0.002253,-0.000531,-0.000892,0.000015,-0.009949,-0.001728,0.000003,-0.000001,0.000083,0.000000,0.000005,-0.000018
1770929546.185790,-0.172797,0.251322,-0.392340,-0.219911,-0.738261,0.157219,0.000009,0.000006,-0.000359,-0.000000,-0.000014,-0.000139,0.033257,0.007332,0.004967,-0.116923,0.104571,0.060606,-0.030614,0.096805,-0.652597,-0.033257,-0.007332,0.495033,-0.008398,0.000931,2.002875,14.052957,3.803053,20.669509,-0.124579,-0.654357,0.200785,0.008398,-0.000931,-0.002875,0.013859,-0.009504,-0.003291,0.000073,0.006991,0.010161,0.000009,0.000006,-0.000359,-0.000000,-0.000014,-0.000139
1770929592.285754,0.031443,-0.471117,0.109033,-0.722566,-0.204295,0.516763,-0.000027,-0.000122,0.000922,-0.000000,0.000092,0.001600,0.041650,-0.009995,-0.000634,-0.108874,0.123299,-0.026057,-0.051672,-0.178258,-0.621050,-0.041650,0.009995,0.500634,-0.001539,0.003704,1.999556,-3.888155,5.346134,24.300372,-0.177114,-1.483897,0.296387,0.001539,-0.003704,0.000444,-0.000858,-0.007979,0.000103,0.000013,-0.009924,-0.001681,-0.000027,-0.000121,0.000921,-0.000000,0.000092,0.001599
1770929622.285814,-0.157082,-0.455532,-0.377004,0.738274,-1.492259,-0.361279,0.000003,0.000001,0.000013,0.000000,0.000003,-0.000004,0.005427,0.000016,-0.010648,-0.066707,0.065506,0.055315,-0.053859,-0.172201,-0.622577,-0.005427,-0.000016,0.510648,0.001947,-0.011139,2.000809,10.851958,-17.307916,15.588610,0.583794,-0.483306,-0.952422,-0.001947,0.011139,-0.000809,0.007484,0.021321,-0.000692,-0.000000,0.000132,-0.021275,0.000003,0.000001,0.000013,0.000000,0.000003,-0.000004
1770929674.685776,0.439861,-0.345601,0.299312,0.314159,-1.146643,0.754177,-0.000038,0.000026,-0.000861,-0.000000,-0.000038,-0.000195,0.074633,0.009992,0.007003,-0.157166,0.146298,0.047132,0.032809,0.086673,-0.651002,-0.074633,-0.009992,0.492997,-0.006577,0.009517,1.998057,15.986582,16.773025,10.517970,-0.569174,-0.047644,0.923934,0.006577,-0.009517,0.001943,0.002596,-0.023050,0.000197,0.000140,0.008911,0.014697,-0.000038,0.000026,-0.000860,-0.000000,-0.000038,-0.000195
1770929704.685788,-0.471246,0.204228,-0.455772,0.157080,-0.267042,-0.533916,0.000008,-0.000025,0.000241,-0.000000,0.000007,-0.000155,0.009971,-0.007180,-0.021210,-0.062053,0.080644,0.033948,-0.061688,-0.093880,-0.639193,-0.009971,0.007180,0.521210,0.012987,-0.010747,2.001191,-0.235713,-0.958806,25.661438,0.022724,-1.393760,-0.042914,-0.012987,0.010747,-0.001191,-0.011803,0.031552,-0.000960,0.000304,-0.006750,-0.042446,0.000008,-0.000025,0.000241,-0.000000,0.000007,-0.000155
1770929756.885803,0.267186,-0.424300,0.505107,0.659734,-1.397798,-0.236083,-0.000151,0.000185,-0.002452,0.000000,-0.000210,0.000464,0.047428,0.009996,0.004419,-0.134782,0.122452,0.063527,-0.029398,0.193692,-0.674116,-0.047428,-0.009996,0.495581,-0.001031,0.002545,1.999756,25.176219,-3.370649,2.422437,0.116544,0.702749,-0.184716,0.001031,-0.002545,0.000244,-0.000603,-0.005459,-0.000009,0.000088,0.009557,0.009292,-0.000151,0.000185,-0.002450,0.000000,-0.000210,0.000464
1770929805.985753,0.047122,0.204208,-0.659855,0.188496,-0.502655,0.706879,0.000002,-0.000004,0.000121,-0.000000,-0.000000,-0.000021,0.039666,-0.009987,-0.002304,-0.108541,0.122545,0.005402,-0.057144,-0.076297,-0.641285,-0.039666,0.009987,0.502304,0.002865,0.000668,2.000012,1.914043,-0.426026,25.197041,0.000780,-1.341881,-0.004637,-0.002865,-0.000668,-0.000012,-0.005659,0.001588,-0.000005,0.000046,-0.009787,-0.004995,0.000002,-0.000004,0.000121,-0.000000,-0.000000,-0.000021
1770929835.985792,0.754036,0.157058,0.283507,0.408407,-1.429372,0.361417,-0.000054,0.000022,-0.000763,0.000000,-0.000053,-0.000134,0.101615,0.008491,0.022337,-0.178588,0.170040,0.035281,0.041659,0.064150,-0.646963,-0.101615,-0.008491,0.477663,-0.013984,0.016185,1.999536,19.207462,14.404326,-8.015377,-0.482500,1.108873,0.780943,0.013984,-0.016185,0.000464,0.009951,-0.041387,-0.003839,0.000379,0.003912,0.045259,-0.000054,0.000022,-0.000763,0.000000,-0.000052,-0.000134
1770929866.085814,-0.738207,0.581049,0.065299,0.361283,-0.675280,0.486245,-0.000067,0.000145,-0.002467,-0.000000,-0.000162,0.000701,-0.026671,0.009997,-0.049745,0.061830,-0.082846,0.067344,-0.038663,0.140433,-0.661467,0.026671,-0.009997,0.549745,0.015882,-0.026996,1.997255,18.935980,15.329242,6.212205,-0.535054,0.308982,0.873961,-0.015882,0.026996,0.002745,0.001151,0.062621,0.001062,-0.000993,0.007333,-0.099616,-0.000067,0.000145,-0.002464,-0.000000,-0.000162,0.000701
1770929913.285771,-0.424200,-0.330554,0.730697,-0.094248,-0.911031,0.472388,0.000085,0.000687,-0.008131,-0.000000,-0.000031,-0.001149,0.007517,0.009993,0.003074,-0.085485,0.064214,0.072480,-0.045494,0.247419,-0.692023,-0.007517,-0.009993,0.496926,0.003406,-0.002412,2.000003,21.949226,10.677579,6.302648,-0.364896,0.412957,0.584138,-0.003406,0.002412,-0.000003,-0.003684,0.007481,0.000090,0.000061,0.009936,0.006216,0.000085,0.000686,-0.008122,-0.000000,-0.000031,-0.001148
1770929988.285802,-0.596899,-0.644002,0.078105,-0.047124,-0.722567,0.251269,-0.000003,-0.000025,0.000435,0.000000,0.000000,0.000059,0.013537,-0.009997,-0.000577,-0.072166,0.091117,0.033966,-0.065176,-0.177017,-0.621269,-0.013537,0.009997,0.500577,-0.001847,-0.000821,1.999991,3.489422,1.686183,25.642296,-0.061058,-1.263900,0.104599,0.001847,0.000821,0.000009,0.004024,-0.000333,0.000045,0.000012,-0.009971,-0.001289,-0.000003,-0.000025,0.000434,0.000000,0.000000,0.000059
1770930068.485783,-0.251364,0.140694,0.494451,-0.125664,-0.424179,-0.769356,0.000036,0.000677,-0.007504,-0.000000,0.000064,-0.000334,0.018977,0.009996,0.000981,-0.102790,0.086532,0.069722,-0.042232,0.261162,-0.696778,-0.018977,-0.009996,0.499019,0.001809,0.001756,2.000132,14.677707,-16.753946,11.948033,0.562632,-0.162998,-0.900412,-0.001809,-0.001756,-0.000132,-0.004854,-0.001349,-0.000109,0.000020,0.009947,0.002149,0.000036,0.000677,-0.007497,-0.000000,0.000064,-0.000334
1770930140.785792,-0.188495,0.329889,-0.581366,0.125664,-0.015708,-0.439633,-0.000000,-0.000022,0.000171,0.000000,0.000001,-0.000189,0.026210,-0.009991,-0.001133,-0.091693,0.107432,0.023848,-0.060851,-0.124689,-0.633792,-0.026210,0.009991,0.501133,-0.001541,0.000541,1.999918,-5.973118,1.985763,25.018944,-0.085355,-1.551542,0.135379,0.001541,-0.000541,0.000082,0.002180,-0.002429,0.000040,0.000023,-0.009918,-0.002524,-0.000000,-0.000021,0.000171,0.000000,0.000001,-0.000189
1770930170.785812,0.534126,0.078303,0.174996,0.628319,-0.314029,0.327949,-0.000055,0.000237,-0.002208,0.000000,-0.000130,0.001918,0.079867,0.005685,0.017495,-0.159167,0.152224,0.033407,0.032338,-0.088089,-0.639151,-0.079867,-0.005685,0.482505,-0.014564,0.013950,1.995624,10.308867,9.502149,21.699791,-0.324606,-0.822559,0.523387,0.014564,-0.013950,0.004376,0.012869,-0.038413,0.001237,0.000199,0.002872,0.035297,-0.000055,0.000237,-0.002206,0.000000,-0.000130,0.001916
1770930237.985754,-0.424103,-0.738290,-0.785445,-0.471239,-1.570799,-0.125659,-0.000012,0.000016,0.000047,-0.000000,0.000003,-0.000004,0.040636,-0.009990,-0.002687,-0.103067,0.116973,-0.036883,-0.041221,-0.277808,-0.582862,-0.040636,0.009990,0.502687,-0.001727,-0.002548,2.000570,2.278623,12.621863,22.715456,-0.413611,-1.135931,0.667188,0.001727,0.002548,-0.000570,0.005482,0.002817,-0.000400,0.000054,-0.009754,-0.005770,-0.000011,0.000016,0.000047,-0.000000,0.000003,-0.000004
1770930285.885761,0.031441,-0.596866,-0.724154,-0.675442,-0.644359,0.124162,-0.000025,-0.000037,0.001588,-0.000000,0.000332,0.001502,0.040132,-0.009980,-0.001821,-0.098775,0.113134,-0.045649,-0.030960,-0.342194,-0.547657,-0.040132,0.009980,0.501821,-0.002422,-0.002148,2.000038,-13.412801,15.112386,16.162684,-0.511052,-1.318510,0.803664,0.002422,0.002148,-0.000038,0.006308,0.001433,0.000083,0.000036,-0.009816,-0.004035,-0.000025,-0.000037,0.001586,-0.000000,0.000332,0.001501
1770930381.785753,-0.392693,0.691190,-0.518020,0.125664,-1.005304,0.628433,-0.000006,-0.000040,-0.000343,0.000000,-0.000005,-0.000114,0.008542,0.009985,0.000312,-0.085146,0.065626,0.069171,-0.042916,0.163142,-0.666268,-0.008542,-0.009985,0.499688,0.005657,-0.000184,2.000187,18.758869,14.577815,9.579071,-0.492599,0.108171,0.792507,-0.005657,0.000184,-0.000187,-0.009746,0.005739,-0.000041,0.000006,0.009970,0.000708,-0.000006,-0.000039,-0.000343,0.000000,-0.000005,-0.000114
1770930443.985815,0.157070,-0.377006,-0.565673,0.361283,-0.989619,0.235653,0.000010,0.000014,0.000186,0.000000,0.000018,-0.000034,0.032776,-0.009984,-0.000806,-0.098042,0.113490,-0.015020,-0.055155,-0.196654,-0.615030,-0.032776,0.009984,0.500806,-0.000564,0.003686,2.000999,3.672593,-5.641113,24.161947,0.197804,-1.231074,-0.327143,0.000564,-0.003686,-0.000999,-0.002537,-0.006965,-0.001252,0.000016,-0.009916,-0.001937,0.000010,0.000014,0.000186,0.000000,0.000018,-0.000034
1770930483.985762,-0.031375,-0.455482,-0.472496,-0.644026,-0.581429,-0.786282,-0.000041,-0.000049,0.001257,-0.000000,0.000234,0.000884,0.039760,-0.009998,-0.000860,-0.103382,0.117726,-0.035126,-0.044017,-0.264081,-0.589436,-0.039760,0.009998,0.500860,-0.002687,0.002547,1.999563,5.383167,12.217669,20.965446,-0.430808,-0.965084,0.689731,0.002687,-0.002547,0.000437,0.002261,-0.007054,0.000179,0.000017,-0.009912,-0.002113,-0.000041,-0.000049,0.001256,-0.000000,0.000234,0.000883
1770930537.985818,-0.282752,0.565487,-0.722307,-0.267035,-0.659720,0.094382,0.000009,-0.000001,-0.000259,0.000000,-0.000014,-0.000134,0.025948,0.009982,0.000437,-0.107085,0.090358,0.061736,-0.022550,-0.135878,-0.631508,-0.025948,-0.009982,0.499563,-0.000908,-0.002631,1.999153,12.445004,2.429901,22.255902,-0.090092,-0.781096,0.152811,0.000908,0.002631,0.000847,0.004119,0.003723,0.000902,0.000009,0.009946,0.001132,0.000009,-0.000001,-0.000259,0.000000,-0.000014,-0.000134
1770930568.085793,-0.361271,-0.628257,0.282070,-0.298451,-0.486960,-0.345782,-0.000012,-0.000061,0.000674,-0.000000,0.000014,0.000207,0.022783,-0.003789,-0.000823,-0.090476,0.098549,0.038512,-0.054855,-0.164348,-0.625644,-0.022783,0.003789,0.500823,0.005076,0.000357,1.995353,4.776400,1.755632,24.973315,-0.045553,-1.206245,0.089821,-0.005076,-0.000357,0.004647,-0.009257,0.004138,0.004703,0.000006,-0.003746,-0.001730,-0.000012,-0.000061,0.000673,-0.000000,0.000013,0.000207
1770930650.285797,-0.141348,-0.062866,0.377855,0.125664,-1.492253,-0.628610,-0.000024,0.000035,-0.000864,0.000000,-0.000004,0.000291,0.024873,0.009992,0.001226,-0.110835,0.096593,0.069777,-0.043762,0.276712,-0.702704,-0.024873,-0.009992,0.498774,0.004239,0.002150,2.000276,20.770723,-13.319830,-6.622760,0.445145,1.043777,-0.720853,-0.004239,-0.002150,-0.000276,-0.009494,0.000284,-0.000174,0.000024,0.009918,0.002697,-0.000024,0.000035,-0.000863,0.000000,-0.000004,0.000291
1770930680.385805,-0.769678,0.234577,0.621567,0.267035,-0.156974,-0.381150,-0.000012,0.001042,-0.008957,0.000000,-0.000106,0.004159,-0.029115,-0.005068,-0.023468,0.081402,-0.067986,0.046513,-0.064560,0.245387,-0.691131,0.029115,0.005068,0.523468,0.015684,-0.011532,1.998292,20.936817,-3.772972,13.369559,0.134156,0.007360,-0.210144,-0.015684,0.011532,0.001708,-0.015632,0.035653,0.000589,0.000237,-0.006426,-0.046722,-0.000012,0.001041,-0.008948,0.000000,-0.000106,0.004155
1770930710.485779,-0.282929,-0.189009,0.775517,-0.706858,-1.570541,0.189272,0.000186,0.000514,-0.005826,-0.000000,-0.000255,-0.000777,0.039492,0.007818,0.029866,-0.131406,0.121602,0.074369,-0.055233,0.272483,-0.700869,-0.039492,-0.007818,0.470134,-0.005972,0.011585,1.999266,22.538842,-4.447321,-11.333553,0.145795,1.378101,-0.226891,0.005972,-0.011585,0.000734,0.000158,-0.026049,-0.000296,0.000466,0.005448,0.059933,0.000186,0.000513,-0.005821,-0.000000,-0.000255,-0.000776
1770930740.485815,0.109965,-0.282735,-0.031272,0.172788,-1.303758,-0.675534,-0.000009,-0.000008,-0.000144,0.000000,-0.000003,0.000092,0.043837,-0.008070,0.004073,-0.121301,0.132893,0.037628,-0.066052,0.234131,-0.687648,-0.043837,0.008070,0.495927,0.000865,0.010389,1.993986,16.648007,-13.759672,13.790871,0.455789,-0.198499,-0.735242,-0.000865,-0.010389,0.006014,-0.011446,-0.017677,0.005146,-0.000066,-0.008411,0.007776,-0.000009,-0.000008,-0.000144,0.000000,-0.000003,0.000092
1770930770.485816,0.298431,0.738256,0.299408,-0.188496,-1.130956,-0.172791,0.000020,0.000019,-0.000956,-0.000000,-0.000017,0.000003,0.071405,0.000797,0.011582,-0.155639,0.154820,0.050803,-0.048237,0.230428,-0.683746,-0.071405,-0.000797,0.488418,-0.007519,0.012332,2.008918,19.877127,-6.284415,-14.792060,0.203884,1.482113,-0.325947,0.007519,-0.012332,-0.008918,0.001698,-0.028099,-0.010943,0.000018,-0.000856,0.023140,0.000020,0.000019,-0.000955,-0.000000,-0.000017,0.000003
1770930800.585812,-0.502572,0.313246,0.557438,0.659734,-0.313696,-0.131762,-0.000083,0.000914,-0.007659,0.000000,-0.000463,0.006098,-0.008462,0.005533,-0.035277,-0.026567,-0.032471,0.057635,-0.039523,0.254577,-0.695428,0.008462,-0.005533,0.535277,0.008987,-0.016624,1.990918,21.611684,9.324640,10.634241,-0.307994,0.139794,0.499580,-0.008987,0.016624,0.009082,0.001548,0.037803,0.008745,-0.000390,0.004931,-0.070526,-0.000083,0.000913,-0.007651,0.000000,-0.000463,0.006092
1770930862.285784,0.062831,-0.267029,-0.675427,-0.109956,-1.570796,-0.000001,0.000001,-0.000006,-0.000016,-0.000000,-0.000000,0.000001,0.045878,-0.009991,-0.000384,-0.116889,0.129689,-0.009834,-0.055312,-0.017015,-0.645368,-0.045878,0.009991,0.500384,-0.002997,0.003344,2.000498,14.736381,3.381516,20.671303,-0.121493,-0.602008,0.192899,0.002997,-0.003344,-0.000498,0.002053,-0.008705,-0.000877,0.000008,-0.009935,-0.001224,0.000001,-0.000006,-0.000016,-0.000000,-0.000000,0.000001
1770930923.185814,-0.455426,0.549131,0.602522,-0.471239,-0.157073,-0.154539,-0.000105,0.000648,-0.005619,-0.000000,-0.000007,-0.002541,0.000396,0.009988,-0.001898,-0.071642,0.042721,0.072158,-0.043585,0.243189,-0.690393,-0.000396,-0.009988,0.501898,0.002748,-0.006659,1.998311,20.171524,-13.774996,6.436637,0.473082,0.315874,-0.757427,-0.002748,0.006659,0.001689,0.001605,0.014305,0.001677,-0.000038,0.009979,-0.003788,-0.000105,0.000648,-0.005614,-0.000000,-0.000007,-0.002538
1770930979.585802,-0.251333,-0.047117,-0.392869,0.518363,-0.612635,0.691243,0.000005,-0.000006,0.000170,0.000000,0.000024,-0.000093,0.018536,-0.009994,0.000237,-0.081785,0.099955,0.033433,-0.066484,0.071752,-0.649887,-0.018536,0.009994,0.499763,0.000346,0.001869,2.001622,7.644738,-0.667422,24.753214,0.018787,-1.079171,-0.038152,-0.000346,-0.001869,-0.001622,-0.002380,-0.002915,-0.001698,-0.000005,-0.009991,0.000288,0.000005,-0.000006,0.000170,0.000000,0.000024,-0.000093
1770931042.385797,-0.125573,-0.314495,0.648325,0.204204,-1.256583,-0.472036,-0.000091,0.000335,-0.004299,-0.000000,-0.000054,0.000797,0.025377,0.009998,0.001441,-0.111766,0.096552,0.069785,-0.041245,0.264661,-0.698075,-0.025377,-0.009998,0.498559,-0.000550,0.001506,1.999760,23.748557,-9.121166,-0.415827,0.320443,0.835404,-0.512840,0.000550,-0.001506,0.000240,-0.000471,-0.003173,0.000164,0.000029,0.009911,0.003132,-0.000091,0.000335,-0.004295,-0.000000,-0.000054,0.000796
1770931074.785783,0.062854,-0.188500,-0.125380,0.659734,-1.099503,-0.439997,-0.000022,0.000005,-0.000284,0.000000,-0.000055,0.000174,0.027089,-0.009999,-0.000107,-0.096492,0.113133,0.034649,-0.068479,0.210885,-0.679897,-0.027089,0.009999,0.500107,0.005042,0.004251,1.998080,15.283859,-11.498887,17.509216,0.405016,-0.420321,-0.640374,-0.005042,-0.004251,0.001920,-0.012932,-0.002670,0.001718,0.000002,-0.009980,-0.000484,-0.000022,0.000005,-0.000284,0.000000,-0.000055,0.000173
1770931122.985770,-0.251326,0.549774,-0.659686,0.691150,-0.314151,-0.659824,-0.000002,0.000005,-0.000049,0.000000,-0.000008,0.000089,0.017503,-0.009980,-0.001804,-0.079467,0.097753,0.033889,-0.066250,0.068730,-0.649553,-0.017503,0.009980,0.501804,0.000880,-0.001573,1.999825,3.207038,-4.322114,25.116114,0.146357,-1.251011,-0.248547,-0.000880,0.001573,0.000175,-0.000032,0.003598,0.000238,0.000036,-0.009906,-0.003778,-0.000002,0.000005,-0.000049,0.000000,-0.000008,0.000089
1770931169.485816,-0.094260,-0.753985,-0.078616,0.534071,-1.225235,0.581175,0.000012,0.000003,0.000076,-0.000000,0.000014,0.000020,0.018453,-0.009995,-0.000789,-0.079435,0.097432,0.028734,-0.063314,-0.181033,-0.620412,-0.018453,0.009995,0.500789,-0.001465,-0.001241,2.000378,14.420607,-2.104739,21.454366,0.083621,-0.700696,-0.108434,0.001465,0.001241,-0.000378,0.003763,0.000776,-0.000326,0.000016,-0.009954,-0.001760,0.000012,0.000003,0.000076,-0.000000,0.000014,0.000020
1770931199.585854,-0.392699,0.109958,-0.235637,-0.753982,-0.125664,-0.031447,0.000000,-0.000002,0.000018,-0.000000,0.000001,0.000031,0.016513,0.003878,-0.000606,-0.090915,0.081953,0.058029,-0.042638,-0.149708,-0.627865,-0.016513,-0.003878,0.500606,-0.005063,-0.003970,2.003289,1.312737,2.454719,25.600942,-0.090428,-1.344316,0.146025,0.005063,0.003970,-0.003289,0.012668,0.002158,-0.003300,-0.000005,0.003894,-0.001146,0.000000,-0.000002,0.000018,-0.000000,0.000001,0.000031
1770931229.685818,0.722552,0.565484,-0.313465,-0.157080,-0.801089,0.015851,0.000014,0.000002,-0.000695,0.000000,-0.000017,-0.000143,0.096072,0.002493,0.023991,-0.167322,0.164801,-0.033805,0.044502,-0.169481,-0.621528,-0.096072,-0.002493,0.476009,-0.014497,0.022511,1.996849,23.492308,0.525081,10.809046,-0.012907,0.196711,0.030852,0.014497,-0.022511,0.003151,0.005142,-0.053304,-0.001988,0.000119,-0.002119,0.047952,0.000014,0.000002,-0.000694,0.000000,-0.000017,-0.000143
1770931309.085786,-0.596920,0.093663,0.619984,0.062832,-0.816810,0.345842,0.000017,0.000585,-0.007374,0.000000,-0.000004,-0.000267,-0.016178,0.009991,-0.001704,-0.016614,-0.052317,0.073001,-0.048129,0.255097,-0.694543,0.016178,-0.009991,0.501704,0.007746,-0.005760,1.999618,23.789779,9.534984,0.923968,-0.323207,0.773586,0.510994,-0.007746,0.005760,0.000382,-0.008030,0.017539,0.000179,-0.000034,0.009925,-0.003566,0.000017,0.000584,-0.007366,0.000000,-0.000004,-0.000267
1770931339.185808,-0.345455,0.502218,0.113984,0.596903,-0.376642,-0.207857,-0.000120,0.000437,-0.004029,0.000000,-0.000349,0.003653,0.007066,0.000498,0.009775,-0.076780,0.076987,0.061524,-0.061785,0.253480,-0.693999,-0.007066,-0.000498,0.490225,0.003486,0.005534,2.000005,20.203489,4.298223,15.015166,-0.151781,-0.119777,0.233746,-0.003486,-0.005534,-0.000005,-0.011350,-0.006475,-0.000045,0.000010,0.000360,0.019533,-0.000120,0.000436,-0.004025,0.000000,-0.000349,0.003650
1770931395.785809,0.738284,-0.471237,-0.172736,0.691150,-1.492248,-0.565512,-0.000009,-0.000002,-0.000052,0.000000,-0.000009,0.000025,0.060936,-0.009984,0.000333,-0.132933,0.145065,-0.030211,-0.049601,0.051677,-0.647651,-0.060936,0.009984,0.499667,-0.005098,0.010700,1.999973,12.698970,-17.905262,13.763654,0.598812,-0.308258,-0.966946,0.005098,-0.010700,0.000027,-0.001302,-0.023603,-0.001426,-0.000007,-0.009997,0.000058,-0.000009,-0.000002,-0.000052,0.000000,-0.000009,0.000025
