t,current_joint_0,current_joint_1,current_joint_2,current_joint_3,current_joint_4,current_joint_5,nominal_err_0,nominal_err_1,nominal_err_2,nominal_err_3,nominal_err_4,nominal_err_5,rpy_err_0,rpy_err_1,rpy_err_2,setpoints_0,setpoints_1,setpoints_2,setpoints_3,setpoints_4,setpoints_5,vehicle_rpy_0,vehicle_rpy_1,vehicle_rpy_2,vehicle_xyz_0,vehicle_xyz_1,vehicle_xyz_2,wrench_sensor_0,wrench_sensor_1,wrench_sensor_2,wrench_sensor_3,wrench_sensor_4,wrench_sensor_5,xyz_err_0,xyz_err_1,xyz_err_2,zeta_0,zeta_1,zeta_2,zeta_3,zeta_4,zeta_5,zeta_6,zeta_7,zeta_8,zeta_9,zeta_10,zeta_11
1770916843.985819,-0.706943,-0.392916,0.537209,-0.361283,-1.005192,-0.706905,0.000085,0.000217,-0.003138,-0.000000,-0.000118,0.000047,-0.012181,0.005255,-0.024662,-0.003803,-0.037654,0.062271,-0.049453,0.187624,-0.673441,0.012181,-0.005255,0.524662,0.013322,-0.014238,1.994705,16.710955,-16.051810,10.411567,0.548379,-0.012171,-0.897467,-0.013322,0.014238,0.005295,-0.008759,0.038017,0.004873,-0.000259,0.004649,-0.049335,0.000085,0.000216,-0.003135,-0.000000,-0.000118,0.000047
1770916897.585785,-0.062832,-0.329869,-0.581206,0.109956,-1.193805,0.706852,0.000000,0.000002,0.000011,0.000000,0.000000,0.000007,0.033465,-0.009996,0.001096,-0.101051,0.116048,0.013999,-0.058750,-0.130866,-0.632482,-0.033465,0.009996,0.498904,0.000008,0.003765,2.000035,6.135349,3.419924,24.344562,-0.125548,-1.129713,0.188412,-0.000008,-0.003765,-0.000035,-0.003613,-0.006591,-0.000292,-0.000022,-0.010053,0.001854,0.000000,0.000002,0.000011,0.000000,0.000000,0.000007
1770916927.585802,0.502657,-0.078534,-0.565434,0.267035,-1.036723,0.219907,-0.000003,-0.000006,-0.000053,0.000000,-0.000003,0.000005,0.059466,-0.003550,0.007013,-0.132948,0.136888,-0.016484,-0.028135,-0.159994,-0.625170,-0.059466,0.003550,0.492987,-0.006866,0.008566,1.999854,10.758543,-0.155250,23.197389,0.007151,-0.879792,-0.016307,0.006866,-0.008566,0.000146,0.003985,-0.021540,-0.001122,-0.000050,-0.004372,0.013776,-0.000003,-0.000006,-0.000053,0.000000,-0.000003,0.000005
1770916999.685785,-0.110089,-0.001048,0.589676,-0.659734,-0.376330,0.446540,0.000134,0.001048,-0.008481,-0.000000,-0.000661,-0.006717,0.041135,0.009994,0.001735,-0.128990,0.116444,0.066607,-0.036846,0.236568,-0.687735,-0.041135,-0.009994,0.498265,0.001920,0.000573,2.000048,20.825784,0.757731,15.155521,-0.028887,-0.130643,0.044613,-0.001920,-0.000573,-0.000048,-0.003918,0.000827,0.000025,0.000035,0.009833,0.003873,0.000134,0.001047,-0.008473,-0.000000,-0.000661,-0.006710
1770917063.985771,0.596902,0.534081,-0.738011,0.015708,-0.722569,0.769784,0.000000,-0.000010,-0.000263,0.000000,0.000003,-0.000094,0.074671,-0.009989,-0.002441,-0.142425,0.153375,-0.044903,-0.034967,-0.124070,-0.633147,-0.074671,0.009989,0.502441,-0.002332,0.005002,1.999201,8.441388,10.659732,21.871233,-0.350766,-0.880991,0.570070,0.002332,-0.005002,0.000799,-0.000738,-0.011031,-0.000032,0.000049,-0.009588,-0.005607,0.000000,-0.000010,-0.000263,0.000000,0.000003,-0.000093
1770917139.485780,-0.282657,0.156869,0.411580,0.282743,-0.958056,-0.598108,-0.000086,0.000211,-0.003173,0.000000,-0.000129,0.001205,0.007700,0.009996,-0.000529,-0.084814,0.063857,0.071870,-0.045278,0.274850,-0.702060,-0.007700,-0.009996,0.500529,0.005800,-0.005872,2.000057,23.005624,-11.268906,1.029158,0.357720,0.706188,-0.580502,-0.005800,0.005872,-0.000057,-0.004538,0.015853,0.000110,-0.000011,0.009993,-0.000981,-0.000086,0.000210,-0.003170,0.000000,-0.000129,0.001204
1770917169.485806,-0.376856,0.564141,0.703206,-0.172788,-0.078524,0.316872,-0.000135,0.001346,-0.012056,-0.000000,-0.000016,-0.002713,0.008549,0.003072,0.000251,-0.079677,0.075071,0.062774,-0.056817,0.283485,-0.705125,-0.008549,-0.003072,0.499749,0.005557,-0.001363,2.002806,24.043306,4.009565,5.434203,-0.128437,0.519051,0.214144,-0.005557,0.001363,-0.002806,-0.008448,0.007735,-0.002712,0.000002,0.003065,0.000528,-0.000135,0.001345,-0.012044,-0.000000,-0.000016,-0.002710
1770917199.485813,-0.251304,0.439802,0.267195,-0.769690,-0.047125,-0.754197,-0.000024,0.000021,-0.000160,-0.000000,0.000001,0.000215,0.018404,-0.002297,0.004487,-0.092688,0.097742,0.055527,-0.063609,0.273350,-0.701942,-0.018404,0.002297,0.495513,0.003030,0.003248,1.996268,2.138913,-17.083731,18.618328,0.575165,-0.963924,-0.928955,-0.003030,-0.003248,0.003732,-0.008420,-0.002898,0.003656,-0.000021,-0.002460,0.008922,-0.000024,0.000021,-0.000160,-0.000000,0.000001,0.000215
1770917229.485813,-0.518361,0.659741,0.031486,0.094248,-1.555088,0.471282,-0.000001,-0.000007,-0.000070,0.000000,-0.000001,-0.000043,-0.005661,-0.001069,-0.010846,-0.035275,0.041364,0.054933,-0.059032,0.269197,-0.699346,0.005661,0.001069,0.510846,0.005035,-0.005755,2.005013,17.218269,9.911941,-15.788284,-0.338407,1.442250,0.562056,-0.005035,0.005755,-0.005013,-0.003148,0.014920,-0.005096,0.000023,-0.001190,-0.021665,-0.000001,-0.000007,-0.000070,0.000000,-0.000001,-0.000043
1770917259.586001,0.565584,-0.141558,0.238058,0.612611,-0.879335,-0.488353,-0.000097,0.000187,-0.002438,0.000000,-0.000311,0.001406,0.075489,-0.008809,0.033459,-0.155926,0.165618,0.038365,-0.067737,0.208685,-0.679620,-0.075489,0.008809,0.466541,-0.007288,0.021747,1.983901,19.513326,-6.817687,14.980178,0.232083,-0.114858,-0.373400,0.007288,-0.021747,0.016099,-0.006679,-0.046436,0.012559,-0.000588,-0.013817,0.065994,-0.000097,0.000186,-0.002436,0.000000,-0.000310,0.001404
1770917341.885759,-0.157074,-0.329851,-0.298565,-0.518363,-0.047129,0.329592,-0.000005,-0.000016,0.000114,-0.000000,0.000005,0.000275,0.029722,-0.009981,-0.001801,-0.093115,0.107760,-0.010442,-0.053221,-0.240512,-0.599485,-0.029722,0.009981,0.501801,-0.003860,-0.003416,2.000144,-14.019009,3.832771,21.169805,-0.137006,-1.616164,0.217244,0.003860,0.003416,-0.000144,0.010045,0.002275,0.000024,0.000036,-0.009860,-0.003893,-0.000005,-0.000016,0.000114,-0.000000,0.000005,0.000275
1770917371.885799,0.486943,0.392692,-0.643888,-0.361283,-0.518350,0.094348,0.000004,0.000007,-0.000139,0.000000,-0.000012,-0.000100,0.067335,0.003291,0.009417,-0.141591,0.136083,-0.018494,0.043263,-0.227753,-0.603353,-0.067335,-0.003291,0.490583,-0.012908,0.007591,2.000950,8.199411,3.815097,23.954625,-0.120993,-1.026444,0.204442,0.012908,-0.007591,-0.000950,0.015598,-0.025404,-0.002716,0.000062,0.002014,0.018993,0.000004,0.000007,-0.000139,0.000000,-0.000012,-0.000100
1770917435.685867,0.738336,0.046951,0.568023,0.235619,-1.476516,0.518770,-0.000061,0.000173,-0.002536,0.000000,-0.000032,-0.000408,0.106026,0.009995,0.005182,-0.178893,0.169529,0.016389,0.054717,-0.056723,-0.641857,-0.106026,-0.009995,0.494818,-0.004561,0.008426,1.997497,15.540647,14.990807,-13.634959,-0.500204,1.274288,0.811679,0.004561,-0.008426,0.002503,0.000049,-0.019301,0.000460,0.000103,0.008834,0.011351,-0.000061,0.000173,-0.002533,0.000000,-0.000032,-0.000407
1770917469.985822,-0.486950,-0.408410,-0.345624,0.329867,-1.068146,-0.329844,0.000003,0.000003,0.000049,0.000000,0.000004,-0.000023,0.004764,-0.009988,-0.029168,-0.037499,0.072561,0.026500,-0.067536,-0.166047,-0.626910,-0.004764,0.009988,0.529168,0.019923,-0.018919,1.990040,5.691902,-7.850334,23.436486,0.276375,-1.090430,-0.437413,-0.019923,0.018919,0.009960,-0.015378,0.052678,0.010048,0.000581,-0.009700,-0.058321,0.000003,0.000003,0.000049,0.000000,0.000004,-0.000023
1770917500.085793,-0.738234,-0.486970,0.314785,0.282743,-1.445111,-0.549958,-0.000040,0.000023,-0.000626,-0.000000,-0.000022,0.000180,-0.026179,0.007463,-0.013022,0.049410,-0.070552,0.078167,-0.059782,-0.100956,-0.637553,0.026179,-0.007463,0.513022,0.009829,-0.022882,2.001811,19.777868,-13.965618,6.683129,0.487604,0.316033,-0.771525,-0.009829,0.022882,-0.001811,0.005315,0.049406,-0.003143,-0.000194,0.006772,-0.026203,-0.000040,0.000023,-0.000625,-0.000000,-0.000022,0.000179
1770917583.085813,-0.157245,-0.016256,0.728934,-0.424115,-1.287824,-0.078027,0.000166,0.000549,-0.006368,-0.000000,-0.000229,-0.000512,0.041477,0.009987,0.002371,-0.131795,0.120028,0.069927,-0.043898,0.290003,-0.707929,-0.041477,-0.009987,0.497629,0.002494,0.005350,1.999848,22.325227,-7.788836,-10.013025,0.258609,1.295104,-0.419879,-0.002494,-0.005350,0.000152,-0.009480,-0.007019,-0.000044,0.000047,0.009772,0.005147,0.000165,0.000548,-0.006362,-0.000000,-0.000229,-0.000512
1770917662.085809,-0.062834,0.015740,-0.455918,0.078540,-0.329861,0.596932,0.000002,-0.000032,0.000387,0.000000,-0.000006,-0.000029,0.035569,-0.009987,-0.001809,-0.103624,0.117618,0.013430,-0.057240,-0.111440,-0.636162,-0.035569,0.009987,0.501809,-0.001589,-0.000955,1.999873,-2.664007,-1.608428,25.325238,0.058841,-1.462194,-0.087781,0.001589,0.000955,0.000127,0.003700,0.000139,0.000169,0.000036,-0.009842,-0.003967,0.000002,-0.000032,0.000386,0.000000,-0.000006,-0.000029
1770917700.385966,0.219897,-0.345432,-0.142686,0.000000,-0.109941,-0.785057,0.000014,-0.000143,0.001314,-0.000000,-0.000015,-0.000341,0.040737,-0.009990,-0.000759,-0.107156,0.120827,-0.025463,-0.049681,-0.202900,-0.613362,-0.040737,0.009990,0.500759,-0.002682,0.000190,1.999243,-5.986257,7.442913,23.984438,-0.243763,-1.498196,0.397792,0.002682,-0.000190,0.000757,0.004510,-0.002936,0.000682,0.000015,-0.009910,-0.001922,0.000014,-0.000143,0.001313,-0.000000,-0.000015,-0.000341
1770917730.485804,-0.251320,0.219931,-0.408571,-0.565487,-0.204215,0.093992,-0.000007,-0.000019,0.000164,-0.000000,0.000011,0.000256,0.026228,0.004997,-0.004047,-0.102832,0.092847,0.053728,-0.030540,-0.167391,-0.623427,-0.026228,-0.004997,0.504047,-0.003869,-0.007005,2.002965,1.316307,3.440627,24.716118,-0.108540,-1.329544,0.181110,0.003869,0.007005,-0.002965,0.013513,0.008598,-0.002805,-0.000040,0.005202,-0.007951,-0.000007,-0.000019,0.000164,-0.000000,0.000011,0.000255
1770917788.385807,-0.109924,0.643993,-0.360412,0.235619,-0.643988,-0.220321,-0.000032,0.000034,-0.000871,0.000000,-0.000039,0.000410,0.028329,0.009994,0.001321,-0.112440,0.097459,0.065136,-0.033142,0.159279,-0.665315,-0.028329,-0.009994,0.498679,0.000560,-0.000702,1.999656,20.679383,-1.730899,14.924788,0.070196,-0.145864,-0.106810,-0.000560,0.000702,0.000344,-0.000309,0.001756,0.000397,0.000026,0.009906,0.002921,-0.000032,0.000034,-0.000870,0.000000,-0.000039,0.000409
1770917818.485769,-0.282746,0.015702,-0.204126,-0.345575,-0.392698,-0.675404,0.000002,0.000006,-0.000078,-0.000000,-0.000001,-0.000039,0.022807,-0.005082,-0.001861,-0.091696,0.101864,0.040936,-0.060366,0.116456,-0.657095,-0.022807,0.005082,0.501861,0.006228,0.000680,1.995905,6.024757,-1.786339,24.675445,0.049429,-1.169478,-0.094919,-0.006228,-0.000680,0.004095,-0.011582,0.004702,0.004140,0.000019,-0.004991,-0.003833,0.000002,0.000006,-0.000078,-0.000000,-0.000001,-0.000039
1770917848.485818,0.377026,-0.455552,0.126100,0.706858,-1.115190,-0.204384,-0.000035,0.000021,-0.000437,0.000000,-0.000075,0.000181,0.047204,-0.001696,0.007741,-0.125494,0.127911,0.039831,-0.046893,0.097963,-0.653290,-0.047204,0.001696,0.492259,-0.002155,0.006785,1.998207,17.902373,-7.854808,16.597048,0.277542,-0.294364,-0.429275,0.002155,-0.006785,0.001793,-0.002616,-0.014050,0.001125,-0.000026,-0.002422,0.015368,-0.000035,0.000021,-0.000436,0.000000,-0.000075,0.000181
1770917878.585793,-0.235645,0.675471,-0.502188,-0.345575,-0.895310,-0.612566,0.000026,-0.000029,-0.000467,-0.000000,-0.000044,-0.000044,0.028357,0.008892,-0.005312,-0.111449,0.096715,0.063571,-0.031215,0.172939,-0.667586,-0.028357,-0.008892,0.505312,-0.001382,-0.003946,2.007090,17.851479,-13.908247,12.298056,0.463965,-0.053695,-0.743448,0.001382,0.003946,-0.007090,0.006169,0.005763,-0.006977,-0.000094,0.009180,-0.010357,0.000026,-0.000029,-0.000467,-0.000000,-0.000044,-0.000044
1770917908.585802,-0.345693,-0.330153,0.411640,-0.722566,-0.894937,0.205738,0.000118,0.000286,-0.003233,-0.000000,-0.000417,-0.001534,0.030791,0.004318,0.001059,-0.112411,0.106102,0.059144,-0.046040,0.196521,-0.676044,-0.030791,-0.004318,0.498941,0.001382,-0.000111,1.994133,21.092993,3.603244,14.059303,-0.126012,-0.064942,0.191776,-0.001382,0.000111,0.005867,-0.002293,0.001334,0.005915,0.000009,0.004247,0.002247,0.000117,0.000285,-0.003230,-0.000000,-0.000417,-0.001533
1770917950.585795,-0.581197,-0.188487,-0.691125,-0.157080,-1.507964,-0.502673,0.000002,-0.000009,-0.000025,0.000000,-0.000001,0.000018,0.009103,-0.009997,-0.003979,-0.063240,0.085549,0.037795,-0.068905,0.067228,-0.649485,-0.009103,0.009997,0.503979,0.005506,-0.003909,2.000314,15.125982,-3.896919,20.211331,0.144362,-0.625134,-0.236289,-0.005506,0.003909,-0.000314,-0.005858,0.012154,-0.000262,0.000079,-0.009914,-0.008041,0.000002,-0.000009,-0.000025,0.000000,-0.000001,0.000018
1770918012.285795,-0.345664,0.596832,0.299854,-0.518363,-1.303652,0.723270,0.000089,0.000070,-0.001403,-0.000000,-0.000109,-0.000704,0.027454,0.009987,0.001933,-0.114109,0.099178,0.069207,-0.040067,0.250944,-0.693201,-0.027454,-0.009987,0.498067,-0.000468,0.001588,1.997942,20.987694,6.214108,-12.462770,-0.215676,1.416895,0.343492,0.000468,-0.001588,0.002058,-0.000674,-0.003290,0.001974,0.000039,0.009867,0.004133,0.000089,0.000070,-0.001402,-0.000000,-0.000109,-0.000703
1770918042.285817,-0.408415,-0.110025,0.314815,0.518363,-0.157094,0.769355,0.000008,0.000069,-0.000656,0.000000,0.000015,0.000335,0.011463,-0.007676,-0.006956,-0.070678,0.089145,0.040295,-0.067641,0.219225,-0.683847,-0.011463,0.007676,0.506956,0.008560,-0.000224,1.989365,3.877393,7.048065,23.960136,-0.251690,-1.175713,0.406846,-0.008560,0.000224,0.010635,-0.014816,0.008574,0.010610,0.000107,-0.007508,-0.013984,0.000008,0.000069,-0.000655,0.000000,0.000015,0.000335
1770918072.385815,0.345592,-0.392697,-0.094149,0.628319,-1.492239,-0.172797,-0.000017,-0.000002,-0.000099,0.000000,-0.000017,0.000010,0.045049,-0.007134,0.011895,-0.122367,0.131869,0.037793,-0.062002,0.178757,-0.670055,-0.045049,0.007134,0.488105,-0.001960,0.009051,1.999877,20.200515,-9.548592,11.955897,0.318689,0.051454,-0.528449,0.001960,-0.009051,0.000123,-0.005022,-0.017794,-0.000715,-0.000169,-0.008190,0.023421,-0.000017,-0.000002,-0.000099,0.000000,-0.000017,0.000010
1770918118.885816,0.062949,0.565316,0.301373,0.502655,-0.910760,0.219061,-0.000117,0.000171,-0.002922,-0.000000,-0.000302,0.000851,0.040039,0.009987,0.001173,-0.129680,0.115642,0.069478,-0.037201,0.265539,-0.697644,-0.040039,-0.009987,0.498827,-0.002830,0.000872,1.999642,20.278111,14.620736,-3.567246,-0.511374,0.871649,0.826286,0.002830,-0.000872,0.000358,0.004136,-0.004244,0.000147,0.000023,0.009875,0.002740,-0.000117,0.000171,-0.002919,-0.000000,-0.000302,0.000850
1770918218.185773,0.738308,-0.675408,0.077921,-0.722566,-0.816945,-0.612876,-0.000034,-0.000034,0.000618,-0.000000,0.000131,0.000265,0.069889,-0.009999,-0.003377,-0.128946,0.139664,-0.064360,0.035549,-0.298128,-0.572387,-0.069889,0.009999,0.503377,-0.006841,-0.000915,1.999390,13.547646,2.647573,21.251357,-0.071995,-0.712022,0.131624,0.006841,0.000915,0.000610,0.012847,-0.005032,0.000388,0.000067,-0.009494,-0.007428,-0.000034,-0.000034,0.000618,-0.000000,0.000131,0.000265
1770918313.785789,-0.439908,-0.346456,0.779779,-0.109956,-0.848186,0.283836,0.000085,0.000881,-0.010089,0.000000,-0.000044,-0.001093,0.005563,0.009988,0.000049,-0.080692,0.059603,0.070898,-0.045479,0.244740,-0.690797,-0.005563,-0.009988,0.499951,0.006869,-0.002342,2.000194,23.509390,5.976342,7.181726,-0.202540,0.416487,0.326138,-0.006869,0.002342,-0.000194,-0.009804,0.010686,-0.000036,0.000001,0.009978,0.000153,0.000085,0.000880,-0.010079,0.000000,-0.000044,-0.001092
1770918383.385750,-0.157076,-0.439826,-0.612624,-0.628319,-1.492259,-0.769681,-0.000003,0.000003,0.000014,-0.000000,0.000003,-0.000009,0.048194,-0.009984,-0.001391,-0.116766,0.129812,-0.029331,-0.048542,-0.154083,-0.626957,-0.048194,0.009984,0.501391,-0.002895,0.004429,1.999787,17.191982,2.529969,18.212221,-0.085886,-0.392676,0.125015,0.002895,-0.004429,0.000213,0.000817,-0.010539,-0.000287,0.000028,-0.009828,-0.003257,-0.000003,0.000003,0.000014,-0.000000,0.000003,-0.000009
1770918431.885805,0.172656,-0.314318,0.442075,-0.706858,-1.256356,-0.219645,0.000132,0.000159,-0.002252,-0.000000,-0.000281,-0.000267,0.077808,0.009994,0.005510,-0.160345,0.149238,0.048767,0.032558,0.117802,-0.655688,-0.077808,-0.009994,0.494490,-0.007122,0.006088,1.998300,24.287879,-6.581591,3.906906,0.234109,0.629877,-0.363986,0.007122,-0.006088,0.001700,0.006769,-0.017534,0.000268,0.000110,0.009098,0.011751,0.000132,0.000159,-0.002250,-0.000000,-0.000281,-0.000266
1770918461.985749,-0.094245,-0.376986,-0.439802,0.235619,-1.445132,-0.534086,-0.000002,-0.000005,-0.000021,0.000000,-0.000001,0.000015,0.023761,-0.006458,-0.018728,-0.087189,0.099908,0.028894,-0.056696,0.023353,-0.646965,-0.023761,0.006458,0.518728,0.011020,-0.009789,1.997912,11.056406,-10.754518,20.325955,0.360906,-0.735923,-0.595717,-0.011020,0.009789,0.002088,-0.009438,0.027845,0.002687,0.000241,-0.005560,-0.037561,-0.000002,-0.000005,-0.000021,0.000000,-0.000001,0.000015
1770918491.985755,0.502653,0.125657,-0.408242,-0.204204,-0.596898,-0.408374,0.000002,0.000007,-0.000165,-0.000000,-0.000004,-0.000033,0.069560,-0.006797,0.010956,-0.141073,0.148903,-0.029142,-0.037699,-0.127478,-0.632137,-0.069560,0.006797,0.489044,-0.002380,0.007942,2.001561,9.531761,-1.204034,23.938598,0.036638,-0.965449,-0.056766,0.002380,-0.007942,-0.001561,-0.003245,-0.016092,-0.002707,-0.000149,-0.008295,0.021365,0.000002,0.000007,-0.000165,-0.000000,-0.000004,-0.000033
1770918522.085750,-0.785406,-0.219872,0.031062,0.769690,-0.329906,0.000418,0.000008,-0.000039,0.000354,0.000000,0.000039,-0.000418,-0.008553,-0.005744,-0.023154,0.021588,0.038842,0.050555,-0.067308,-0.168422,-0.624395,0.008553,0.005744,0.523154,0.011516,-0.018797,1.995940,4.892859,-3.712862,24.734336,0.117251,-1.182598,-0.186409,-0.011516,0.018797,0.004060,-0.001190,0.044061,0.003672,0.000265,-0.006133,-0.046210,0.000008,-0.000039,0.000354,0.000000,0.000039,-0.000418
1770918592.585764,0.282617,0.329225,0.367432,-0.298451,-0.298388,-0.311618,0.000126,0.000643,-0.006149,-0.000000,-0.000063,-0.002542,0.070628,0.009982,0.004255,-0.156397,0.145920,0.057109,-0.009708,0.190092,-0.672841,-0.070628,-0.009982,0.495745,-0.001771,0.006569,1.998441,19.442080,-10.239467,12.870643,0.335310,-0.051991,-0.545350,0.001771,-0.006569,0.001559,-0.003115,-0.013306,0.000651,0.000085,0.009347,0.009183,0.000126,0.000642,-0.006143,-0.000000,-0.000063,-0.002539
1770918622.585786,-0.267185,0.690747,0.160290,0.204204,-0.015695,0.488022,0.000150,0.000403,-0.003210,0.000000,-0.000013,-0.001076,0.021632,0.005402,-0.018444,-0.097739,0.089546,0.057373,-0.041923,0.219365,-0.682027,-0.021632,-0.005402,0.518444,0.009469,-0.009478,2.002236,14.509569,12.985623,16.566023,-0.424608,-0.398571,0.704047,-0.009469,0.009478,-0.002236,-0.007061,0.025866,-0.001637,-0.000199,0.006192,-0.036724,0.000150,0.000403,-0.003207,0.000000,-0.000013,-0.001074
