t,current_joint_0,current_joint_1,current_joint_2,current_joint_3,current_joint_4,current_joint_5,nominal_err_0,nominal_err_1,nominal_err_2,nominal_err_3,nominal_err_4,nominal_err_5,rpy_err_0,rpy_err_1,rpy_err_2,setpoints_0,setpoints_1,setpoints_2,setpoints_3,setpoints_4,setpoints_5,vehicle_rpy_0,vehicle_rpy_1,vehicle_rpy_2,vehicle_xyz_0,vehicle_xyz_1,vehicle_xyz_2,xyz_err_0,xyz_err_1,xyz_err_2,zeta_0,zeta_1,zeta_2,zeta_3,zeta_4,zeta_5,zeta_6,zeta_7,zeta_8,zeta_9,zeta_10,zeta_11
1770752776.292198,-0.392699,0.109958,-0.235637,-0.753982,-0.125664,-0.031447,0.000000,-0.000002,0.000018,-0.000000,0.000001,0.000031,0.016513,0.003883,-0.000611,-0.090917,0.081948,0.058032,-0.042629,-0.149782,-0.627856,-0.016513,-0.003883,0.500611,-0.005058,-0.003972,2.003265,0.005058,0.003972,-0.003265,0.012663,0.002167,-0.003276,-0.000005,0.003899,-0.001156,0.000000,-0.000002,0.000018,-0.000000,0.000001,0.000031
1770752806.292233,0.722552,0.565484,-0.313465,-0.157080,-0.801089,0.015851,0.000014,0.000002,-0.000695,0.000000,-0.000017,-0.000143,0.096071,0.002487,0.024182,-0.167337,0.164826,-0.033812,0.044469,-0.169446,-0.621539,-0.096071,-0.002487,0.475818,-0.014524,0.022597,1.996843,0.014524,-0.022597,0.003157,0.005122,-0.053481,-0.001998,0.000120,-0.002161,0.048331,0.000014,0.000002,-0.000694,0.000000,-0.000017,-0.000143
1770752885.692187,-0.596920,0.093663,0.619984,0.062832,-0.816810,0.345842,0.000017,0.000585,-0.007374,0.000000,-0.000004,-0.000267,-0.016178,0.009991,-0.001703,-0.016639,-0.052327,0.073007,-0.048120,0.255078,-0.694536,0.016178,-0.009991,0.501703,0.007743,-0.005764,1.999618,-0.007743,0.005764,0.000382,-0.008020,0.017543,0.000178,-0.000034,0.009924,-0.003564,0.000017,0.000584,-0.007366,0.000000,-0.000004,-0.000267
1770752915.692227,-0.345455,0.502218,0.113984,0.596903,-0.376642,-0.207857,-0.000120,0.000437,-0.004029,0.000000,-0.000349,0.003653,0.007066,0.000499,0.009860,-0.076783,0.077007,0.061522,-0.061804,0.253476,-0.693998,-0.007066,-0.000499,0.490140,0.003498,0.005555,2.000007,-0.003498,-0.005555,-0.000007,-0.011391,-0.006502,-0.000047,0.000010,0.000359,0.019704,-0.000120,0.000436,-0.004025,0.000000,-0.000349,0.003650
1770752972.292221,0.738284,-0.471237,-0.172736,0.691150,-1.492248,-0.565512,-0.000009,-0.000002,-0.000052,0.000000,-0.000009,0.000025,0.060936,-0.009987,0.000345,-0.132932,0.145078,-0.030221,-0.049633,0.051814,-0.647666,-0.060936,0.009987,0.499655,-0.005087,0.010720,1.999954,0.005087,-0.010720,0.000046,-0.001342,-0.023628,-0.001409,-0.000007,-0.010001,0.000080,-0.000009,-0.000002,-0.000052,0.000000,-0.000009,0.000025
1770753002.392193,0.502681,0.502680,-0.423682,0.298451,-1.005280,-0.550073,-0.000027,-0.000025,-0.000433,-0.000000,-0.000030,0.000295,0.072593,0.004855,0.004256,-0.153713,0.147132,0.041221,0.016751,0.113747,-0.654481,-0.072593,-0.004855,0.495744,-0.010049,0.006262,2.002760,0.010049,-0.006262,-0.002760,0.011695,-0.020297,-0.004297,0.000041,0.004220,0.008833,-0.000027,-0.000025,-0.000432,-0.000000,-0.000030,0.000294
1770753032.492155,-0.518288,0.534045,0.048217,0.769690,-1.193596,0.062508,-0.000074,0.000026,-0.001093,0.000000,-0.000209,0.000324,-0.022118,0.009335,-0.037153,0.047883,-0.072656,0.067905,-0.040315,0.168191,-0.667439,0.022118,-0.009335,0.537153,0.011075,-0.024153,1.999710,-0.011075,0.024153,0.000290,0.005684,0.052777,-0.000931,-0.000692,0.007681,-0.074416,-0.000074,0.000026,-0.001092,0.000000,-0.000209,0.000323
1770753091.492198,-0.000023,-0.219926,-0.628738,0.659734,-0.911164,0.125909,0.000023,0.000015,0.000419,-0.000000,0.000102,-0.000245,0.021323,-0.010000,0.000508,-0.084107,0.101221,0.027105,-0.062501,-0.173327,-0.622162,-0.021323,0.010000,0.499492,-0.000387,0.000271,2.001347,0.000387,-0.000271,-0.001347,0.000433,-0.000817,-0.001360,-0.000010,-0.010009,0.000801,0.000023,0.000015,0.000419,-0.000000,0.000102,-0.000245
1770753121.492225,0.219901,-0.424111,-0.141302,-0.455531,-1.398000,0.298468,0.000010,-0.000004,-0.000070,-0.000000,-0.000009,-0.000017,0.068961,0.002567,0.014056,-0.145881,0.142141,0.017952,0.027475,-0.164566,-0.624130,-0.068961,-0.002567,0.485944,-0.012128,0.012563,1.996080,0.012128,-0.012563,0.003920,0.009714,-0.033701,0.001573,0.000072,0.000624,0.028195,0.000010,-0.000004,-0.000069,-0.000000,-0.000009,-0.000017
1770753200.692253,-0.628563,0.155738,0.641029,-0.753982,-0.705598,-0.041047,0.000245,0.001342,-0.012711,-0.000000,-0.001261,-0.006077,-0.007018,0.009991,-0.001038,-0.054132,-0.010816,0.072230,-0.046586,0.258920,-0.696067,0.007018,-0.009991,0.501038,0.006221,-0.003841,1.999797,-0.006221,0.003841,0.000203,-0.007213,0.012702,0.000186,-0.000021,0.009966,-0.002145,0.000244,0.001340,-0.012698,-0.000000,-0.001260,-0.006071
1770753230.792238,-0.534148,0.612055,0.493893,-0.172788,-0.659702,-0.517965,0.000077,0.000556,-0.006946,0.000000,-0.000032,-0.000398,-0.006820,0.004091,-0.000249,-0.045133,0.031780,0.064280,-0.055726,0.271839,-0.700292,0.006820,-0.004091,0.500249,0.005496,-0.000719,2.003959,-0.005496,0.000719,-0.003959,-0.008963,0.006500,-0.003963,-0.000002,0.004083,-0.000525,0.000077,0.000555,-0.006939,0.000000,-0.000032,-0.000398
1770753307.892200,-0.691135,0.392723,-0.770029,-0.612611,-0.408459,0.439357,-0.000015,-0.000024,0.000339,-0.000000,0.000052,0.000466,0.011430,-0.009991,-0.000352,-0.069326,0.089071,0.035906,-0.066458,-0.136893,-0.631238,-0.011430,0.009991,0.500352,-0.002937,0.000515,2.000068,0.002937,-0.000515,-0.000068,0.004656,-0.003717,-0.000064,0.000007,-0.009972,-0.000818,-0.000015,-0.000024,0.000338,-0.000000,0.000052,0.000466
1770753377.092268,0.235783,0.423609,0.256684,0.408407,-0.486678,0.170219,-0.000163,0.000506,-0.005357,0.000000,-0.000268,0.002569,0.062317,0.009997,0.003771,-0.150355,0.139131,0.061647,-0.023483,0.217445,-0.681134,-0.062317,-0.009997,0.496229,-0.003856,0.007203,1.998755,0.003856,-0.007203,0.001245,-0.000064,-0.016369,0.000225,0.000075,0.009499,0.008141,-0.000163,0.000505,-0.005351,0.000000,-0.000268,0.002567
1770753407.192219,-0.251336,-0.267029,-0.219850,-0.361283,-1.476544,0.769739,0.000009,-0.000006,-0.000061,-0.000000,-0.000005,-0.000049,0.037894,-0.004850,-0.009314,-0.112038,0.120264,0.036732,-0.057101,0.195683,-0.675657,-0.037894,0.004850,0.509314,0.007376,-0.000727,1.994707,-0.007376,0.000727,0.005293,-0.012183,0.008250,0.005545,0.000090,-0.004137,-0.018779,0.000009,-0.000006,-0.000061,-0.000000,-0.000005,-0.000049
1770753486.192192,0.738279,-0.534028,0.156614,-0.172788,-0.471249,0.266897,-0.000005,-0.000042,0.000466,0.000000,0.000010,0.000138,0.070051,-0.009984,-0.003141,-0.132802,0.143721,-0.056771,0.014281,-0.244670,-0.597090,-0.070051,0.009984,0.503141,-0.004812,0.000967,1.999601,0.004812,-0.000967,0.000399,0.007487,-0.006346,0.000030,0.000063,-0.009511,-0.006957,-0.000005,-0.000042,0.000465,0.000000,0.000010,0.000138
1770753516.192213,0.565497,0.565473,-0.659542,0.267035,-0.361279,0.251204,-0.000010,0.000013,-0.000192,0.000000,-0.000004,0.000124,0.066213,0.003866,-0.001108,-0.138967,0.133175,-0.016909,0.043154,-0.222406,-0.605067,-0.066213,-0.003866,0.501108,-0.006384,-0.003167,2.004293,0.006384,0.003167,-0.004293,0.014210,-0.000290,-0.004372,-0.000009,0.004000,-0.001953,-0.000010,0.000013,-0.000192,0.000000,-0.000004,0.000123
1770753603.092321,-0.219976,-0.236235,0.682941,-0.204204,-0.848161,-0.486748,0.000064,0.000616,-0.007499,-0.000000,-0.000069,-0.000199,0.026545,0.009984,0.001125,-0.112278,0.098176,0.069898,-0.043800,0.265513,-0.698339,-0.026545,-0.009984,0.498875,0.006147,-0.001436,2.000169,-0.006147,0.001436,-0.000169,-0.009414,0.008395,0.000148,0.000022,0.009911,0.002511,0.000064,0.000615,-0.007491,-0.000000,-0.000069,-0.000199
1770753633.192201,0.266962,-0.597423,0.728820,-0.251327,-0.942369,-0.518261,0.000074,0.000521,-0.006254,-0.000000,-0.000109,-0.000101,0.070448,-0.007359,0.016897,-0.149768,0.158646,0.036591,-0.063853,0.215460,-0.680792,-0.070448,0.007359,0.483103,0.001354,0.014965,1.994585,-0.001354,-0.014965,0.005415,-0.016324,-0.025532,0.003501,-0.000248,-0.009710,0.033158,0.000074,0.000520,-0.006248,-0.000000,-0.000109,-0.000101
1770753664.092220,0.706849,0.376999,0.000098,-0.298451,-1.539373,-0.659809,0.000009,-0.000008,-0.000098,-0.000000,-0.000008,0.000075,0.106959,-0.009991,0.010205,-0.174653,0.184290,-0.041353,-0.041824,0.130620,-0.656435,-0.106959,0.009991,0.489795,-0.005622,0.018830,2.002253,0.005622,-0.018830,-0.002253,-0.007764,-0.038015,-0.006424,-0.000204,-0.012101,0.019207,0.000009,-0.000008,-0.000098,-0.000000,-0.000008,0.000075
1770753712.692202,-0.314141,0.015771,-0.393259,-0.125664,-0.157081,-0.047402,-0.000018,-0.000063,0.000560,0.000000,0.000001,0.000278,0.022361,-0.009981,-0.009562,-0.082118,0.100546,0.023480,-0.062590,-0.133505,-0.632630,-0.022361,0.009981,0.509562,0.006267,-0.011389,2.001102,-0.006267,0.011389,-0.001102,0.000180,0.025990,-0.000518,0.000191,-0.009542,-0.019322,-0.000018,-0.000062,0.000559,0.000000,0.000001,0.000278
1770753742.692207,0.172782,0.408386,-0.251150,0.298451,-0.078541,0.204114,0.000005,0.000021,-0.000177,0.000000,0.000002,0.000089,0.051652,0.004500,0.008693,-0.132602,0.125613,0.047172,-0.020510,-0.088799,-0.638924,-0.051652,-0.004500,0.491307,-0.006850,0.000321,2.002114,0.006850,-0.000321,-0.002114,0.011756,-0.006902,-0.002525,0.000078,0.003593,0.017578,0.000005,0.000021,-0.000177,0.000000,0.000002,0.000089
1770753772.792188,-0.235597,-0.298445,0.015924,0.471239,-1.256604,0.738351,-0.000023,-0.000006,-0.000216,0.000000,-0.000033,-0.000077,0.012113,0.009574,-0.011956,-0.088204,0.066873,0.067086,-0.034537,0.117485,-0.657141,-0.012113,-0.009574,0.511956,0.002566,-0.012103,1.996827,-0.002566,0.012103,0.003173,0.007407,0.023554,0.003385,-0.000228,0.009853,-0.023769,-0.000023,-0.000006,-0.000216,0.000000,-0.000033,-0.000077
1770753802.892156,-0.785285,0.596233,0.178645,0.722566,-0.407719,-0.776111,-0.000113,0.000669,-0.005858,0.000000,-0.000688,0.006420,-0.031692,0.003462,-0.016779,0.070883,-0.077662,0.070020,-0.062417,0.129100,-0.658003,0.031692,-0.003462,0.516779,0.011486,-0.018033,2.004269,-0.011486,0.018033,-0.004269,-0.002165,0.042507,-0.005607,-0.000116,0.002395,-0.033617,-0.000113,0.000669,-0.005852,0.000000,-0.000687,0.006414
1770753832.992195,-0.565518,0.298424,-0.344882,-0.534071,-0.753878,0.503229,0.000031,0.000027,-0.000694,-0.000000,-0.000104,-0.000574,0.010469,0.002530,0.013903,-0.084568,0.079817,0.063631,-0.057167,0.147414,-0.663139,-0.010469,-0.002530,0.486097,-0.000480,0.003340,1.995733,0.000480,-0.003340,0.004267,-0.002259,-0.006392,0.004201,0.000070,0.002237,0.027803,0.000031,0.000027,-0.000693,-0.000000,-0.000104,-0.000573
1770753863.092160,-0.392740,0.502560,-0.265960,-0.753982,-0.361157,-0.422881,0.000041,0.000095,-0.001075,-0.000000,-0.000126,-0.001234,0.015890,0.002496,0.003820,-0.091406,0.087061,0.059251,-0.052300,0.162931,-0.666053,-0.015890,-0.002496,0.496180,-0.001116,0.003618,2.001701,0.001116,-0.003618,-0.001701,-0.001484,-0.007391,-0.001813,0.000019,0.002372,0.007672,0.000041,0.000094,-0.001074,-0.000000,-0.000126,-0.001233
1770753900.592259,-0.015774,0.628174,0.017946,-0.235619,-0.628249,-0.062149,0.000066,0.000145,-0.002238,0.000000,-0.000070,-0.000683,0.045128,0.009994,0.008643,-0.134893,0.122046,0.066985,-0.034442,0.226632,-0.684036,-0.045128,-0.009994,0.491357,-0.005822,0.008649,1.999811,0.005822,-0.008649,0.000189,0.002104,-0.020711,-0.000768,0.000172,0.009195,0.017701,0.000066,0.000145,-0.002236,0.000000,-0.000070,-0.000682
1770753986.792154,0.769673,-0.047120,-0.329659,-0.753982,-1.130917,-0.015620,0.000017,-0.000004,-0.000208,-0.000000,-0.000056,-0.000088,0.094428,-0.009983,-0.004077,-0.150979,0.160669,-0.073676,0.049075,-0.257941,-0.590739,-0.094428,0.009983,0.504077,-0.006736,0.003947,1.998677,0.006736,-0.003947,0.001323,0.007962,-0.013477,0.000131,0.000081,-0.009161,-0.009049,0.000017,-0.000004,-0.000208,-0.000000,-0.000056,-0.000088
1770754016.792248,0.769567,-0.346412,0.619488,-0.581195,-0.376534,0.208738,0.000123,0.000836,-0.006877,0.000000,-0.000457,-0.004535,0.099203,0.004925,0.001521,-0.163993,0.157985,-0.050926,0.067292,-0.233467,-0.600885,-0.099203,-0.004925,0.498479,-0.008893,0.000832,1.998054,0.008893,-0.000832,0.001946,0.014820,-0.010090,0.000877,0.000015,0.004595,0.003511,0.000123,0.000836,-0.006871,0.000000,-0.000457,-0.004530
1770754104.992211,0.251583,0.627102,0.545735,0.691150,-0.642893,-0.226411,-0.000256,0.001216,-0.011664,0.000000,-0.001134,0.006499,0.056627,0.009997,0.002561,-0.144644,0.133879,0.065778,-0.036453,0.239957,-0.688674,-0.056627,-0.009997,0.497439,0.005557,-0.001145,2.000730,-0.005557,0.001145,-0.000730,-0.008673,0.007333,-0.000228,0.000051,0.009681,0.005674,-0.000256,0.001215,-0.011652,0.000000,-0.001133,0.006493
1770754135.092200,0.408305,0.533937,0.332440,-0.644026,-0.973527,-0.784949,0.000102,0.000134,-0.002573,-0.000000,-0.000367,-0.000449,0.090552,-0.002548,0.013775,-0.168832,0.172049,0.039418,-0.051486,0.210682,-0.678461,-0.090552,0.002548,0.486225,0.001328,0.011433,1.996783,-0.001328,-0.011433,0.003217,-0.013029,-0.019165,0.001454,-0.000070,-0.005024,0.027180,0.000102,0.000133,-0.002571,-0.000000,-0.000366,-0.000449
1770754165.192209,0.533910,-0.173803,0.637971,-0.235619,-0.392544,0.002695,0.000161,0.001016,-0.009653,0.000000,-0.000155,-0.002695,0.091352,-0.006491,-0.000529,-0.164414,0.171605,-0.014538,-0.046957,0.177428,-0.669764,-0.091352,0.006491,0.500529,0.001845,0.006951,1.992511,-0.001845,-0.006951,0.007489,-0.009947,-0.011048,0.006437,0.000007,-0.006361,-0.001644,0.000160,0.001015,-0.009643,0.000000,-0.000155,-0.002692
1770754197.592218,0.486956,-0.376985,0.000199,0.188496,-1.130969,0.439868,-0.000009,-0.000006,-0.000199,0.000000,-0.000005,-0.000045,0.070644,-0.009988,-0.009065,-0.140840,0.152358,-0.031618,-0.048761,0.112787,-0.655251,-0.070644,0.009988,0.509065,0.004560,-0.002248,2.000161,-0.004560,0.002248,-0.000161,-0.005764,0.008357,0.000373,0.000181,-0.008674,-0.018769,-0.000009,-0.000006,-0.000199,0.000000,-0.000005,-0.000045
1770754244.692218,0.219929,0.455490,0.126967,0.047124,-0.879644,-0.251549,-0.000017,0.000041,-0.001303,-0.000000,-0.000002,0.000222,0.063483,0.009997,0.001442,-0.151292,0.139290,0.065297,-0.027869,0.232072,-0.685384,-0.063483,-0.009997,0.498558,-0.000679,-0.004417,2.000147,0.000679,0.004417,-0.000147,0.005409,0.007100,0.000250,0.000029,0.009785,0.003508,-0.000017,0.000041,-0.001302,-0.000000,-0.000002,0.000221
1770754309.092212,0.298414,-0.612737,0.425422,-0.706858,-0.675280,-0.219239,0.000038,0.000126,-0.001307,-0.000000,-0.000163,-0.000673,0.067132,-0.009996,-0.003064,-0.135896,0.147060,-0.037194,-0.042136,-0.107870,-0.636000,-0.067132,0.009996,0.503064,-0.000558,-0.000530,2.001144,0.000558,0.000530,-0.001144,0.001498,0.000465,-0.001099,0.000061,-0.009553,-0.006777,0.000038,0.000126,-0.001305,-0.000000,-0.000162,-0.000672
1770754339.092216,-0.125665,-0.251403,0.346196,0.235619,-0.078531,-0.628774,0.000001,0.000075,-0.000621,0.000000,-0.000009,0.000456,0.030172,0.004297,-0.012334,-0.106725,0.098786,0.052874,-0.034120,0.032336,-0.646546,-0.030172,-0.004297,0.512334,0.001724,-0.013766,2.002240,-0.001724,0.013766,-0.002240,0.010472,0.025719,-0.001508,-0.000106,0.005034,-0.024502,0.000001,0.000075,-0.000620,0.000000,-0.000009,0.000455
1770754369.192200,0.235631,-0.282697,-0.016182,-0.675442,-0.518429,0.407976,-0.000012,-0.000047,0.000474,-0.000000,0.000067,0.000431,0.060199,-0.007830,0.006764,-0.131241,0.140580,-0.025370,-0.043532,-0.136153,-0.631055,-0.060199,0.007830,0.493236,-0.000641,0.003672,1.998552,0.000641,-0.003672,0.001448,-0.002357,-0.007143,0.001000,-0.000106,-0.008621,0.013018,-0.000012,-0.000047,0.000473,-0.000000,0.000067,0.000431
1770754456.092197,0.125658,-0.769679,-0.754761,0.157080,-0.581197,0.502708,0.000005,-0.000011,0.000779,0.000000,0.000002,-0.000053,0.026078,-0.009994,-0.001526,-0.082557,0.098608,-0.028166,-0.045976,-0.368774,-0.530338,-0.026078,0.009994,0.501526,-0.003707,-0.005386,2.000256,0.003707,0.005386,-0.000256,0.011670,0.005877,0.000014,0.000030,-0.009901,-0.003308,0.000005,-0.000011,0.000778,0.000000,0.000002,-0.000053
1770754508.592266,-0.188524,-0.361301,-0.565826,0.722566,-1.052526,0.125821,0.000028,0.000018,0.000339,0.000000,0.000093,-0.000157,0.010771,0.009997,-0.000084,-0.086034,0.063627,0.065819,-0.031275,-0.292902,-0.575780,-0.010771,-0.009997,0.500084,-0.001316,-0.005667,2.000053,0.001316,0.005667,-0.000053,0.007735,0.008677,-0.000037,-0.000002,0.009989,-0.000059,0.000028,0.000018,0.000339,0.000000,0.000093,-0.000157
1770754603.092246,-0.314288,0.062436,0.302945,-0.675442,-0.643488,-0.358845,0.000129,0.000396,-0.004494,-0.000000,-0.000539,-0.002438,0.024411,0.009997,0.001258,-0.108779,0.094510,0.067392,-0.040511,0.228839,-0.685268,-0.024411,-0.009997,0.498742,0.005308,0.003545,2.000042,-0.005308,-0.003545,-0.000042,-0.012701,-0.001149,0.000057,0.000025,0.009923,0.002756,0.000129,0.000396,-0.004489,-0.000000,-0.000538,-0.002436
1770754695.092271,0.706847,-0.769711,-0.581291,0.267035,-1.288056,0.157074,0.000011,0.000021,0.000097,0.000000,0.000003,0.000006,0.035164,-0.009981,-0.001739,-0.096936,0.111206,-0.032576,-0.043688,-0.295214,-0.574489,-0.035164,0.009981,0.501739,-0.004318,-0.001251,1.999854,0.004318,0.001251,0.000146,0.008763,-0.001965,0.000164,0.000035,-0.009843,-0.003822,0.000011,0.000021,0.000097,0.000000,0.000003,0.000006
1770754793.592219,-0.329963,-0.236165,0.666457,-0.298451,-0.895204,-0.596619,0.000096,0.000545,-0.006723,-0.000000,-0.000150,-0.000283,0.017389,0.009984,0.000812,-0.100032,0.084157,0.069643,-0.043894,0.263464,-0.697619,-0.017389,-0.009984,0.499188,0.005342,0.001239,2.000123,-0.005342,-0.001239,-0.000123,-0.010558,0.002936,0.000033,0.000016,0.009944,0.001796,0.000096,0.000545,-0.006716,-0.000000,-0.000150,-0.000283
1770754847.792215,-0.675438,0.047142,-0.581123,0.188496,-1.366591,-0.345607,-0.000005,-0.000018,-0.000071,0.000000,-0.000002,0.000031,-0.012495,-0.009983,-0.001775,0.039625,0.042632,0.047659,-0.075227,0.128586,-0.658710,0.012495,0.009983,0.501775,0.006030,-0.004250,2.000159,-0.006030,0.004250,-0.000159,-0.006476,0.013237,-0.000389,0.000035,-0.010017,-0.003422,-0.000005,-0.000018,-0.000071,0.000000,-0.000002,0.000031
1770754881.492195,0.722569,0.015704,0.094276,-0.628319,-0.015708,-0.141384,-0.000003,0.000004,-0.000029,-0.000000,-0.000000,0.000013,0.080259,-0.009977,0.022678,-0.150402,0.160790,-0.040620,-0.039780,-0.142860,-0.629481,-0.080259,0.009977,0.477322,-0.011555,0.022475,1.994258,0.011555,-0.022475,0.005742,-0.000180,-0.050789,0.001668,-0.000452,-0.013567,0.044364,-0.000003,0.000004,-0.000029,-0.000000,-0.000000,0.000013
1770754949.192156,0.298358,0.486416,0.711406,0.628319,-0.172737,0.060107,0.000093,0.000531,-0.004547,0.000000,-0.000051,0.002725,0.071000,0.009982,0.003151,-0.157732,0.147178,0.060474,-0.020964,0.217054,-0.680972,-0.071000,-0.009982,0.496849,-0.001723,0.004172,1.998386,0.001723,-0.004172,0.001614,-0.000931,-0.009061,0.000981,0.000063,0.009500,0.006988,0.000093,0.000531,-0.004543,0.000000,-0.000051,0.002723
1770754998.092221,0.298455,-0.219907,-0.659713,0.502655,-1.507962,-0.377002,-0.000004,-0.000005,-0.000021,-0.000000,-0.000002,0.000011,0.037624,-0.009997,-0.005036,-0.105591,0.121465,0.014967,-0.061876,0.091136,-0.652722,-0.037624,0.009997,0.505036,0.006430,-0.003697,2.001010,-0.006430,0.003697,-0.001010,-0.007659,0.012712,-0.000608,0.000100,-0.009601,-0.010431,-0.000004,-0.000005,-0.000021,-0.000000,-0.000002,0.000011
1770755066.592243,0.706827,-0.266986,-0.566504,0.581195,-0.565639,0.110801,0.000032,-0.000049,0.001017,0.000000,0.000152,-0.000845,0.047009,-0.009980,-0.002152,-0.111201,0.123969,-0.039403,-0.038074,-0.253964,-0.593662,-0.047009,0.009980,0.502152,-0.003098,-0.001670,2.000096,0.003098,0.001670,-0.000096,0.007033,-0.000053,-0.000029,0.000043,-0.009757,-0.004763,0.000032,-0.000049,0.001016,0.000000,0.000152,-0.000844
1770755096.692203,0.015702,-0.408427,-0.628552,0.219911,-0.973903,-0.423994,0.000006,0.000020,0.000233,-0.000000,0.000009,-0.000121,0.027727,-0.002574,-0.005162,-0.095148,0.098140,0.032495,-0.040421,-0.260328,-0.591332,-0.027727,0.002574,0.505162,-0.000971,-0.008160,1.999453,0.000971,0.008160,0.000547,0.009587,0.013307,0.000940,0.000027,-0.002285,-0.010382,0.000006,0.000020,0.000233,-0.000000,0.000009,-0.000120
1770755126.792307,0.675459,-0.251324,-0.377331,-0.769690,-0.864032,-0.392895,-0.000017,-0.000003,0.000340,-0.000000,0.000094,0.000196,0.074485,-0.006259,0.008113,-0.136937,0.143909,-0.060622,0.041441,-0.288947,-0.576757,-0.074485,0.006259,0.491887,-0.007415,0.010497,1.998505,0.007415,-0.010497,0.001495,0.003144,-0.025526,-0.000388,-0.000101,-0.007441,0.015699,-0.000017,-0.000003,0.000339,-0.000000,0.000094,0.000196
1770755156.892162,0.691150,0.251327,-0.691148,0.612611,-0.691150,-0.047125,-0.000000,0.000000,-0.000002,0.000000,-0.000000,0.000002,0.061851,0.008181,-0.000797,-0.136118,0.125231,0.011671,0.052050,-0.253859,-0.593017,-0.061851,-0.008181,0.500797,-0.006087,-0.000740,2.001937,0.006087,0.000740,-0.001937,0.011362,-0.004409,-0.002305,-0.000013,0.008256,-0.001084,-0.000000,0.000000,-0.000002,0.000000,-0.000000,0.000002
1770755186.892198,0.706734,-0.377662,0.540462,-0.738274,-0.627601,-0.153605,0.000125,0.000671,-0.006391,-0.000000,-0.000718,-0.003475,0.099025,0.005900,0.010665,-0.165138,0.158860,-0.050236,0.067511,-0.238636,-0.598963,-0.099025,-0.005900,0.489335,-0.008103,0.011426,1.994301,0.008103,-0.011426,0.005699,0.003592,-0.028185,0.002900,0.000126,0.003759,0.021786,0.000125,0.000670,-0.006385,-0.000000,-0.000717,-0.003471
1770755236.392294,0.502626,0.078075,0.365559,-0.031416,-0.078542,0.629624,0.000029,0.000465,-0.004276,0.000000,0.000002,-0.001305,0.083459,0.009985,0.002769,-0.159790,0.149456,0.028624,0.048747,-0.126197,-0.632313,-0.083459,-0.009985,0.497231,0.000090,0.001289,1.999574,-0.000090,-0.001289,0.000426,-0.001383,-0.002207,0.000257,0.000055,0.009479,0.006345,0.000029,0.000464,-0.004272,0.000000,0.000002,-0.001304
1770755266.492173,-0.706796,-0.063111,0.254427,0.267035,-0.581047,-0.724016,-0.000062,0.000279,-0.003100,0.000000,-0.000148,0.001450,-0.021426,0.009664,-0.034885,0.044595,-0.069517,0.072083,-0.048500,0.024159,-0.647140,0.021426,-0.009664,0.534885,0.020095,-0.028862,1.995388,-0.020095,0.028862,0.004612,-0.005103,0.070162,0.003154,-0.000673,0.008159,-0.069887,-0.000062,0.000279,-0.003096,0.000000,-0.000148,0.001448
1770755296.492195,0.628393,-0.660191,0.633037,0.282743,-0.612490,-0.236859,-0.000074,0.000456,-0.004718,0.000000,-0.000121,0.001240,0.075535,-0.004723,0.027536,-0.148789,0.154722,-0.019209,-0.037836,-0.133042,-0.631829,-0.075535,0.004723,0.472464,-0.000876,0.015166,1.994135,0.000876,-0.015166,0.005865,-0.012259,-0.028137,0.003689,-0.000260,-0.008856,0.054503,-0.000074,0.000456,-0.004713,0.000000,-0.000121,0.001239
1770755327.892271,0.675442,0.078539,-0.769699,0.015708,-0.879646,-0.628315,0.000000,0.000001,0.000008,-0.000000,-0.000000,-0.000003,0.064358,-0.009996,-0.002598,-0.129692,0.142220,-0.048248,-0.032841,-0.199954,-0.613244,-0.064358,0.009996,0.502598,0.001762,0.005203,2.001940,-0.001762,-0.005203,-0.001940,-0.008074,-0.007268,-0.002491,0.000052,-0.009631,-0.005822,0.000000,0.000001,0.000008,-0.000000,-0.000000,-0.000003
1770755411.592275,0.015600,0.643471,0.603877,-0.235619,-0.832386,-0.030353,0.000108,0.000556,-0.006975,-0.000000,-0.000136,-0.001063,0.048569,0.009985,0.002228,-0.137142,0.125664,0.066823,-0.038069,0.247480,-0.691503,-0.048569,-0.009985,0.497772,0.003964,0.000597,2.000430,-0.003964,-0.000597,-0.000430,-0.007533,0.002749,-0.000221,0.000044,0.009747,0.004930,0.000108,0.000555,-0.006968,-0.000000,-0.000136,-0.001062
1770755441.692212,0.392611,0.486885,0.095817,-0.785398,-1.114977,0.016326,0.000088,0.000062,-0.001570,-0.000000,-0.000288,-0.000618,0.092957,-0.007057,0.016542,-0.168210,0.175889,0.021488,-0.055718,0.192128,-0.673301,-0.092957,0.007057,0.483458,0.000251,0.016028,1.992448,-0.000251,-0.016028,0.007552,-0.015382,-0.028690,0.004793,-0.000233,-0.010088,0.032252,0.000088,0.000062,-0.001568,-0.000000,-0.000288,-0.000618
1770755471.792220,-0.125658,-0.251322,-0.015643,0.157080,-1.555086,0.219938,-0.000005,-0.000005,-0.000065,0.000000,-0.000002,-0.000027,0.028427,0.003017,-0.025878,-0.104347,0.099991,0.051411,-0.041871,0.223772,-0.684490,-0.028427,-0.003017,0.525878,0.008090,-0.011722,1.995741,-0.008090,0.011722,0.004259,-0.002211,0.028237,0.005066,-0.000156,0.004483,-0.051598,-0.000005,-0.000005,-0.000065,0.000000,-0.000002,-0.000027
