t,current_joint_0,current_joint_1,current_joint_2,current_joint_3,current_joint_4,current_joint_5,nominal_err_0,nominal_err_1,nominal_err_2,nominal_err_3,nominal_err_4,nominal_err_5,rpy_err_0,rpy_err_1,rpy_err_2,setpoints_0,setpoints_1,setpoints_2,setpoints_3,setpoints_4,setpoints_5,vehicle_rpy_0,vehicle_rpy_1,vehicle_rpy_2,vehicle_xyz_0,vehicle_xyz_1,vehicle_xyz_2,wrench_sensor_0,wrench_sensor_1,wrench_sensor_2,wrench_sensor_3,wrench_sensor_4,wrench_sensor_5,xyz_err_0,xyz_err_1,xyz_err_2,zeta_0,zeta_1,zeta_2,zeta_3,zeta_4,zeta_5,zeta_6,zeta_7,zeta_8,zeta_9,zeta_10,zeta_11
1770915136.233653,-0.267185,0.690747,0.160290,0.204204,-0.015695,0.488022,0.000150,0.000403,-0.003210,0.000000,-0.000013,-0.001076,0.021631,0.005401,-0.018357,-0.097752,0.089552,0.057406,-0.041949,0.219350,-0.682022,-0.021631,-0.005401,0.518357,0.009452,-0.009465,2.002225,14.998160,12.898510,16.304259,-0.431921,-0.398084,0.691322,-0.009452,0.009465,-0.002225,-0.007047,0.025824,-0.001627,-0.000198,0.006188,-0.036551,0.000150,0.000403,-0.003207,0.000000,-0.000013,-0.001074
1770915166.233655,0.769724,0.722570,0.141745,0.361283,-1.366564,0.282798,-0.000034,-0.000004,-0.000373,0.000000,-0.000029,-0.000054,0.092873,-0.006386,0.024093,-0.167345,0.174099,0.015460,-0.050450,0.151666,-0.661914,-0.092873,0.006386,0.475907,-0.002847,0.017548,1.998785,15.616721,13.531387,-14.766668,-0.454077,1.339260,0.736074,0.002847,-0.017548,0.001215,-0.011015,-0.033731,-0.001994,-0.000307,-0.010816,0.047337,-0.000034,-0.000004,-0.000373,0.000000,-0.000029,-0.000054
1770915202.133769,0.628369,0.706768,-0.376123,0.251327,-0.251305,-0.157764,-0.000051,0.000090,-0.000869,-0.000000,-0.000022,0.000685,0.077359,-0.009983,-0.004841,-0.146081,0.157540,-0.041983,-0.041431,-0.028528,-0.645488,-0.077359,0.009983,0.504841,0.001105,0.004313,1.996168,14.719284,1.506747,20.938712,-0.054816,-0.631074,0.080880,-0.001105,-0.004313,0.003832,-0.006139,-0.006745,0.003256,0.000096,-0.009196,-0.010413,-0.000051,0.000090,-0.000868,-0.000000,-0.000022,0.000684
1770915232.233659,0.628330,0.533964,0.410604,-0.125664,-1.005304,-0.675878,-0.000011,0.000106,-0.002197,-0.000000,-0.000006,0.000436,0.098173,0.005744,0.007257,-0.173978,0.167570,0.029843,0.036024,0.103433,-0.651989,-0.098173,-0.005744,0.492743,-0.008503,0.005681,2.003035,16.793229,-15.484319,-11.554600,0.503312,1.198032,-0.832231,0.008503,-0.005681,-0.003035,0.009580,-0.017648,-0.004840,0.000083,0.004289,0.014991,-0.000011,0.000106,-0.002195,-0.000000,-0.000006,0.000435
1770915274.233650,-0.078540,0.093912,0.458639,-0.502655,-0.204212,-0.595202,0.000000,0.000336,-0.003108,-0.000000,0.000009,-0.001700,0.037115,0.009990,-0.008406,-0.121993,0.107625,0.065333,-0.031138,0.222008,-0.683747,-0.037115,-0.009990,0.508406,0.005728,-0.011713,1.999232,10.522492,-14.283344,18.937449,0.485943,-0.658386,-0.766878,-0.005728,0.011713,0.000768,0.001403,0.025968,0.001718,-0.000168,0.010596,-0.016412,0.000000,0.000336,-0.003105,-0.000000,0.000008,-0.001698
1770915304.233683,-0.031497,0.345528,0.142793,-0.644026,-1.005057,-0.628039,0.000081,0.000047,-0.001422,-0.000000,-0.000253,-0.000279,0.054727,0.007903,0.008306,-0.143313,0.134346,0.066694,-0.044259,0.252219,-0.692569,-0.054727,-0.007903,0.491694,0.001356,-0.000197,2.002780,16.456153,-19.537877,2.967622,0.664005,0.382614,-1.069175,-0.001356,0.000197,-0.002780,-0.002224,0.001775,-0.002667,0.000131,0.006975,0.017001,0.000081,0.000047,-0.001420,-0.000000,-0.000252,-0.000279
1770915334.333626,-0.125692,0.581217,-0.690954,-0.769690,-1.366547,0.345684,0.000028,-0.000022,-0.000196,-0.000000,-0.000046,-0.000109,0.053935,-0.008281,-0.000557,-0.130210,0.140697,0.031551,-0.061941,0.208951,-0.678802,-0.053935,0.008281,0.500557,0.005430,0.002340,1.998743,22.267940,11.051187,5.950857,-0.379443,0.413824,0.600616,-0.005430,-0.002340,0.001257,-0.011772,0.001040,0.001216,0.000009,-0.008201,-0.001558,0.000028,-0.000022,-0.000196,-0.000000,-0.000046,-0.000109
1770915374.833651,-0.455519,0.078547,-0.486816,0.769690,-1.240897,-0.722682,-0.000012,-0.000007,-0.000131,0.000000,-0.000032,0.000116,-0.012364,-0.009996,-0.013214,0.046017,0.035961,0.045208,-0.073855,0.107013,-0.655453,0.012364,0.009996,0.513214,0.010505,-0.015134,1.998262,10.098935,-18.904123,14.356716,0.636323,-0.438019,-1.016867,-0.010505,0.015134,0.001738,-0.003456,0.036666,0.001249,0.000264,-0.010312,-0.026276,-0.000012,-0.000007,-0.000131,0.000000,-0.000032,0.000116
1770915404.833729,-0.172785,-0.612608,-0.157060,0.267035,-1.492255,-0.345581,-0.000003,-0.000002,-0.000020,-0.000000,-0.000001,0.000005,0.018861,-0.007503,0.008745,-0.086073,0.098718,0.043096,-0.064760,-0.056363,-0.643877,-0.018861,0.007503,0.491255,-0.001445,0.000565,1.997391,14.102628,-9.678682,18.455774,0.330623,-0.536439,-0.529791,0.001445,-0.000565,0.002609,0.001993,-0.002406,0.002576,-0.000131,-0.007824,0.017328,-0.000003,-0.000002,-0.000020,-0.000000,-0.000001,0.000005
1770915477.133696,-0.361246,-0.000162,0.536665,0.125664,-1.256623,-0.408889,-0.000038,0.000162,-0.002595,-0.000000,-0.000014,0.000482,0.002817,0.009988,-0.000068,-0.076973,0.052684,0.071403,-0.044153,0.279818,-0.704182,-0.002817,-0.009988,0.500068,0.002481,-0.000935,1.999559,23.504614,-8.164283,-5.554950,0.274173,1.114496,-0.452844,-0.002481,0.000935,0.000441,-0.003450,0.004016,0.000486,-0.000001,0.009978,-0.000109,-0.000038,0.000162,-0.002592,-0.000000,-0.000014,0.000481
1770915507.233701,-0.439693,0.297840,0.729928,0.486947,-1.099182,0.533613,-0.000130,0.000611,-0.007362,0.000000,-0.000375,0.000458,-0.010334,0.003454,-0.006335,-0.026450,-0.014306,0.061814,-0.054012,0.288981,-0.707327,0.010334,-0.003454,0.506335,0.005934,-0.002991,2.002992,12.556622,18.899913,-11.170887,-0.647365,1.046620,1.037413,-0.005934,0.002991,-0.002992,-0.007481,0.010946,-0.003076,-0.000044,0.003320,-0.012692,-0.000129,0.000611,-0.007355,0.000000,-0.000375,0.000457
