t,current_joint_0,current_joint_1,current_joint_2,current_joint_3,current_joint_4,current_joint_5,nominal_err_0,nominal_err_1,nominal_err_2,nominal_err_3,nominal_err_4,nominal_err_5,rpy_err_0,rpy_err_1,rpy_err_2,setpoints_0,setpoints_1,setpoints_2,setpoints_3,setpoints_4,setpoints_5,vehicle_rpy_0,vehicle_rpy_1,vehicle_rpy_2,vehicle_xyz_0,vehicle_xyz_1,vehicle_xyz_2,xyz_err_0,xyz_err_1,xyz_err_2,zeta_0,zeta_1,zeta_2,zeta_3,zeta_4,zeta_5,zeta_6,zeta_7,zeta_8,zeta_9,zeta_10,zeta_11
1770723156.912281,0.502657,-0.078534,-0.565434,0.267035,-1.036723,0.219907,-0.000003,-0.000006,-0.000053,0.000000,-0.000003,0.000005,0.059467,-0.003533,0.006957,-0.132931,0.136850,-0.016466,-0.028034,-0.160110,-0.625140,-0.059467,0.003533,0.493043,-0.006856,0.008536,1.999846,0.006856,-0.008536,0.000154,0.003994,-0.021480,-0.001111,-0.000049,-0.004350,0.013666,-0.000003,-0.000006,-0.000053,0.000000,-0.000003,0.000005
1770723229.112271,-0.110089,-0.001048,0.589676,-0.659734,-0.376330,0.446539,0.000134,0.001048,-0.008481,-0.000000,-0.000661,-0.006716,0.041135,0.009979,0.001734,-0.128987,0.116454,0.066606,-0.036887,0.236661,-0.687766,-0.041135,-0.009979,0.498266,0.001937,0.000574,2.000052,-0.001937,-0.000574,-0.000052,-0.003948,0.000843,0.000022,0.000035,0.009819,0.003872,0.000134,0.001047,-0.008473,-0.000000,-0.000661,-0.006710
1770723293.412286,0.596902,0.534081,-0.738011,0.015708,-0.722569,0.769784,0.000000,-0.000010,-0.000263,0.000000,0.000003,-0.000094,0.074671,-0.009997,-0.002446,-0.142423,0.153371,-0.044883,-0.034982,-0.124004,-0.633159,-0.074671,0.009997,0.502446,-0.002331,0.004996,1.999202,0.002331,-0.004996,0.000798,-0.000733,-0.011019,-0.000033,0.000049,-0.009595,-0.005618,0.000000,-0.000010,-0.000263,0.000000,0.000003,-0.000093
1770723368.912247,-0.282657,0.156869,0.411580,0.282743,-0.958056,-0.598108,-0.000086,0.000211,-0.003173,0.000000,-0.000129,0.001205,0.007700,0.009995,-0.000529,-0.084800,0.063827,0.071892,-0.045296,0.274871,-0.702069,-0.007700,-0.009995,0.500529,0.005804,-0.005877,2.000058,-0.005804,0.005877,-0.000058,-0.004539,0.015866,0.000110,-0.000011,0.009993,-0.000980,-0.000086,0.000210,-0.003170,0.000000,-0.000129,0.001204
1770723399.012288,-0.376856,0.564141,0.703206,-0.172788,-0.078524,0.316872,-0.000135,0.001346,-0.012056,-0.000000,-0.000016,-0.002713,0.008549,0.003061,0.000247,-0.079671,0.075083,0.062756,-0.056823,0.283539,-0.705143,-0.008549,-0.003061,0.499753,0.005553,-0.001361,2.002797,-0.005553,0.001361,-0.002797,-0.008443,0.007726,-0.002702,0.000002,0.003054,0.000520,-0.000135,0.001345,-0.012044,-0.000000,-0.000016,-0.002710
1770723429.112249,-0.251304,0.439802,0.267195,-0.769690,-0.047125,-0.754197,-0.000024,0.000021,-0.000160,-0.000000,0.000001,0.000215,0.018404,-0.002304,0.004465,-0.092681,0.097731,0.055519,-0.063596,0.273357,-0.701951,-0.018404,0.002304,0.495535,0.003020,0.003241,1.996271,-0.003020,-0.003241,0.003729,-0.008396,-0.002896,0.003654,-0.000021,-0.002465,0.008877,-0.000024,0.000021,-0.000160,-0.000000,0.000001,0.000215
1770723459.212290,-0.518361,0.659741,0.031486,0.094248,-1.555088,0.471282,-0.000001,-0.000007,-0.000070,0.000000,-0.000001,-0.000043,-0.005662,-0.001074,-0.010785,-0.035159,0.041296,0.054884,-0.059008,0.269240,-0.699349,0.005662,0.001074,0.510785,0.005019,-0.005743,2.004988,-0.005019,0.005743,-0.004988,-0.003134,0.014883,-0.005071,0.000023,-0.001195,-0.021542,-0.000001,-0.000007,-0.000070,0.000000,-0.000001,-0.000043
1770723489.312280,0.565584,-0.141558,0.238058,0.612611,-0.879335,-0.488353,-0.000097,0.000187,-0.002438,0.000000,-0.000311,0.001406,0.075489,-0.008814,0.033360,-0.155872,0.165549,0.038318,-0.067668,0.208704,-0.679627,-0.075489,0.008814,0.466640,-0.007283,0.021746,1.983929,0.007283,-0.021746,0.016071,-0.006693,-0.046427,0.012531,-0.000587,-0.013807,0.065797,-0.000097,0.000186,-0.002436,0.000000,-0.000310,0.001404
1770723571.612294,-0.157074,-0.329851,-0.298565,-0.518363,-0.047129,0.329592,-0.000005,-0.000016,0.000114,-0.000000,0.000005,0.000275,0.029722,-0.009988,-0.001803,-0.093119,0.107760,-0.010428,-0.053218,-0.240511,-0.599485,-0.029722,0.009988,0.501803,-0.003857,-0.003414,2.000144,0.003857,0.003414,-0.000144,0.010039,0.002274,0.000024,0.000036,-0.009867,-0.003897,-0.000005,-0.000016,0.000114,-0.000000,0.000005,0.000275
1770723601.712241,0.486943,0.392692,-0.643888,-0.361283,-0.518350,0.094348,0.000004,0.000007,-0.000139,0.000000,-0.000012,-0.000100,0.067335,0.003288,0.009360,-0.141625,0.136103,-0.018410,0.043275,-0.227726,-0.603356,-0.067335,-0.003288,0.490640,-0.012869,0.007576,2.000937,0.012869,-0.007576,-0.000937,0.015544,-0.025342,-0.002699,0.000061,0.002019,0.018880,0.000004,0.000007,-0.000139,0.000000,-0.000012,-0.000100
1770723665.512270,0.738336,0.046951,0.568023,0.235619,-1.476516,0.518770,-0.000061,0.000173,-0.002536,0.000000,-0.000032,-0.000408,0.106026,0.009994,0.005182,-0.178882,0.169532,0.016369,0.054676,-0.056560,-0.641870,-0.106026,-0.009994,0.494818,-0.004553,0.008425,1.997504,0.004553,-0.008425,0.002496,0.000037,-0.019290,0.000454,0.000103,0.008832,0.011351,-0.000061,0.000173,-0.002533,0.000000,-0.000032,-0.000407
1770723699.912273,-0.486950,-0.408410,-0.345624,0.329867,-1.068146,-0.329844,0.000003,0.000003,0.000049,0.000000,0.000004,-0.000023,0.004763,-0.009984,-0.028834,-0.037827,0.072695,0.026857,-0.067638,-0.166054,-0.626895,-0.004763,0.009984,0.528834,0.019910,-0.018902,1.990189,-0.019910,0.018902,0.009811,-0.015390,0.052631,0.009899,0.000575,-0.009699,-0.057654,0.000003,0.000003,0.000049,0.000000,0.000004,-0.000023
1770723729.912285,-0.738234,-0.486970,0.314785,0.282743,-1.445111,-0.549958,-0.000040,0.000023,-0.000626,-0.000000,-0.000022,0.000180,-0.026179,0.007478,-0.013049,0.049306,-0.070496,0.078181,-0.059779,-0.101127,-0.637527,0.026179,-0.007478,0.513049,0.009843,-0.022910,2.001787,-0.009843,0.022910,-0.001787,0.005320,0.049470,-0.003122,-0.000195,0.006786,-0.026258,-0.000040,0.000023,-0.000625,-0.000000,-0.000022,0.000179
1770723812.912263,-0.157245,-0.016256,0.728934,-0.424115,-1.287824,-0.078027,0.000166,0.000549,-0.006368,-0.000000,-0.000229,-0.000512,0.041477,0.009988,0.002372,-0.131801,0.120036,0.069923,-0.043895,0.290018,-0.707935,-0.041477,-0.009988,0.497628,0.002501,0.005349,1.999851,-0.002501,-0.005349,0.000149,-0.009490,-0.007010,-0.000047,0.000047,0.009772,0.005148,0.000165,0.000548,-0.006362,-0.000000,-0.000229,-0.000512
1770723891.912294,-0.062834,0.015740,-0.455918,0.078540,-0.329861,0.596932,0.000002,-0.000032,0.000387,0.000000,-0.000006,-0.000029,0.035569,-0.009990,-0.001810,-0.103629,0.117615,0.013471,-0.057235,-0.111427,-0.636166,-0.035569,0.009990,0.501810,-0.001585,-0.000954,1.999869,0.001585,0.000954,0.000131,0.003692,0.000141,0.000173,0.000036,-0.009845,-0.003969,0.000002,-0.000032,0.000386,0.000000,-0.000006,-0.000029
1770723930.212427,0.219897,-0.345432,-0.142686,0.000000,-0.109941,-0.785057,0.000014,-0.000143,0.001314,-0.000000,-0.000015,-0.000341,0.040737,-0.009993,-0.000761,-0.107153,0.120837,-0.025493,-0.049695,-0.202910,-0.613361,-0.040737,0.009993,0.500761,-0.002681,0.000190,1.999243,0.002681,-0.000190,0.000757,0.004509,-0.002934,0.000682,0.000015,-0.009913,-0.001925,0.000014,-0.000143,0.001313,-0.000000,-0.000015,-0.000341
1770723960.312288,-0.251320,0.219931,-0.408571,-0.565487,-0.204215,0.093992,-0.000007,-0.000019,0.000164,-0.000000,0.000011,0.000256,0.026228,0.004999,-0.004043,-0.102834,0.092870,0.053713,-0.030580,-0.167398,-0.623424,-0.026228,-0.004999,0.504043,-0.003863,-0.007001,2.002971,0.003863,0.007001,-0.002971,0.013498,0.008597,-0.002811,-0.000040,0.005204,-0.007943,-0.000007,-0.000019,0.000164,-0.000000,0.000011,0.000255
1770724018.212231,-0.109924,0.643993,-0.360412,0.235619,-0.643988,-0.220321,-0.000032,0.000034,-0.000871,0.000000,-0.000039,0.000410,0.028329,0.009994,0.001321,-0.112434,0.097467,0.065124,-0.033160,0.159291,-0.665318,-0.028329,-0.009994,0.498679,0.000565,-0.000700,1.999657,-0.000565,0.000700,0.000343,-0.000318,0.001758,0.000396,0.000026,0.009905,0.002921,-0.000032,0.000034,-0.000870,0.000000,-0.000039,0.000409
1770724048.212302,-0.282746,0.015702,-0.204126,-0.345575,-0.392698,-0.675404,0.000002,0.000006,-0.000078,-0.000000,-0.000001,-0.000039,0.022807,-0.005098,-0.001870,-0.091699,0.101874,0.040928,-0.060373,0.116613,-0.657121,-0.022807,0.005098,0.501870,0.006247,0.000685,1.995874,-0.006247,-0.000685,0.004126,-0.011622,0.004710,0.004172,0.000019,-0.005006,-0.003851,0.000002,0.000006,-0.000078,-0.000000,-0.000001,-0.000039
1770724078.312282,0.377026,-0.455552,0.126100,0.706858,-1.115190,-0.204384,-0.000035,0.000021,-0.000437,0.000000,-0.000075,0.000181,0.047205,-0.001703,0.007697,-0.125475,0.127893,0.039815,-0.046883,0.098012,-0.653300,-0.047205,0.001703,0.492303,-0.002140,0.006770,1.998213,0.002140,-0.006770,0.001787,-0.002629,-0.014010,0.001120,-0.000026,-0.002425,0.015282,-0.000035,0.000021,-0.000436,0.000000,-0.000075,0.000181
1770724108.312296,-0.235645,0.675471,-0.502188,-0.345575,-0.895310,-0.612566,0.000026,-0.000029,-0.000467,-0.000000,-0.000044,-0.000044,0.028357,0.008911,-0.005363,-0.111454,0.096714,0.063572,-0.031195,0.172837,-0.667565,-0.028357,-0.008911,0.505363,-0.001382,-0.003969,2.007144,0.001382,0.003969,-0.007144,0.006191,0.005804,-0.007031,-0.000095,0.009202,-0.010459,0.000026,-0.000029,-0.000467,-0.000000,-0.000044,-0.000044
1770724138.412298,-0.345693,-0.330153,0.411640,-0.722566,-0.894937,0.205738,0.000118,0.000286,-0.003233,-0.000000,-0.000417,-0.001534,0.030791,0.004314,0.001052,-0.112408,0.106105,0.059145,-0.046056,0.196527,-0.676061,-0.030791,-0.004314,0.498948,0.001395,-0.000114,1.994151,-0.001395,0.000114,0.005849,-0.002314,0.001353,0.005898,0.000009,0.004243,0.002234,0.000117,0.000285,-0.003230,-0.000000,-0.000417,-0.001533
1770724180.512266,-0.581197,-0.188487,-0.691125,-0.157080,-1.507964,-0.502673,0.000002,-0.000009,-0.000025,0.000000,-0.000001,0.000018,0.009103,-0.009982,-0.003950,-0.063302,0.085540,0.037875,-0.068881,0.066959,-0.649459,-0.009103,0.009982,0.503950,0.005484,-0.003911,2.000304,-0.005484,0.003911,-0.000304,-0.005819,0.012136,-0.000251,0.000079,-0.009900,-0.007982,0.000002,-0.000009,-0.000025,0.000000,-0.000001,0.000018
1770724242.212232,-0.345664,0.596832,0.299854,-0.518363,-1.303652,0.723270,0.000089,0.000070,-0.001403,-0.000000,-0.000109,-0.000704,0.027454,0.009988,0.001932,-0.114121,0.099177,0.069217,-0.040049,0.250951,-0.693207,-0.027454,-0.009988,0.498068,-0.000462,0.001598,1.997948,0.000462,-0.001598,0.002052,-0.000693,-0.003302,0.001967,0.000039,0.009868,0.004132,0.000089,0.000070,-0.001402,-0.000000,-0.000109,-0.000703
1770724272.312283,-0.408415,-0.110025,0.314815,0.518363,-0.157094,0.769355,0.000008,0.000069,-0.000656,0.000000,0.000015,0.000335,0.011463,-0.007668,-0.006895,-0.070738,0.089155,0.040370,-0.067637,0.219167,-0.683834,-0.011463,0.007668,0.506895,0.008549,-0.000208,1.989446,-0.008549,0.000208,0.010554,-0.014812,0.008535,0.010529,0.000106,-0.007502,-0.013863,0.000008,0.000069,-0.000655,0.000000,0.000015,0.000335
1770724302.312352,0.345592,-0.392697,-0.094149,0.628319,-1.492239,-0.172797,-0.000017,-0.000002,-0.000099,0.000000,-0.000017,0.000010,0.045049,-0.007147,0.011967,-0.122352,0.131850,0.037815,-0.062005,0.178838,-0.670074,-0.045049,0.007147,0.488033,-0.001955,0.009078,1.999859,0.001955,-0.009078,0.000141,-0.005054,-0.017838,-0.000700,-0.000171,-0.008210,0.023563,-0.000017,-0.000002,-0.000099,0.000000,-0.000017,0.000010
1770724348.812296,0.062949,0.565316,0.301373,0.502655,-0.910760,0.219061,-0.000117,0.000171,-0.002922,-0.000000,-0.000302,0.000851,0.040039,0.009980,0.001176,-0.129668,0.115659,0.069460,-0.037259,0.265569,-0.697660,-0.040039,-0.009980,0.498824,-0.002822,0.000886,1.999629,0.002822,-0.000886,0.000371,0.004107,-0.004261,0.000159,0.000023,0.009868,0.002746,-0.000117,0.000171,-0.002919,-0.000000,-0.000302,0.000850
1770724448.112231,0.738308,-0.675408,0.077921,-0.722566,-0.816945,-0.612876,-0.000034,-0.000034,0.000618,-0.000000,0.000131,0.000265,0.069889,-0.009999,-0.003377,-0.128946,0.139663,-0.064353,0.035542,-0.298132,-0.572385,-0.069889,0.009999,0.503377,-0.006835,-0.000912,1.999395,0.006835,0.000912,0.000605,0.012834,-0.005031,0.000383,0.000067,-0.009493,-0.007429,-0.000034,-0.000034,0.000618,-0.000000,0.000131,0.000265
1770724543.712254,-0.439908,-0.346456,0.779779,-0.109956,-0.848186,0.283836,0.000085,0.000881,-0.010089,0.000000,-0.000044,-0.001093,0.005563,0.009987,0.000049,-0.080679,0.059588,0.070911,-0.045502,0.244765,-0.690806,-0.005563,-0.009987,0.499951,0.006871,-0.002346,2.000193,-0.006871,0.002346,-0.000193,-0.009802,0.010696,-0.000035,0.000001,0.009977,0.000153,0.000085,0.000880,-0.010079,0.000000,-0.000044,-0.001092
1770724613.312295,-0.157076,-0.439826,-0.612624,-0.628319,-1.492259,-0.769681,-0.000003,0.000003,0.000014,-0.000000,0.000003,-0.000009,0.048194,-0.009990,-0.001394,-0.116764,0.129829,-0.029402,-0.048553,-0.154068,-0.626960,-0.048194,0.009990,0.501394,-0.002893,0.004429,1.999785,0.002893,-0.004429,0.000215,0.000814,-0.010537,-0.000285,0.000028,-0.009834,-0.003263,-0.000003,0.000003,0.000014,-0.000000,0.000003,-0.000009
1770724661.812268,0.172656,-0.314318,0.442075,-0.706858,-1.256356,-0.219645,0.000132,0.000159,-0.002252,-0.000000,-0.000281,-0.000267,0.077808,0.009999,0.005512,-0.160329,0.149238,0.048748,0.032515,0.117815,-0.655692,-0.077808,-0.009999,0.494488,-0.007123,0.006091,1.998300,0.007123,-0.006091,0.001700,0.006769,-0.017540,0.000269,0.000110,0.009103,0.011756,0.000132,0.000159,-0.002250,-0.000000,-0.000281,-0.000266
1770724691.912266,-0.094245,-0.376986,-0.439802,0.235619,-1.445132,-0.534086,-0.000002,-0.000005,-0.000021,0.000000,-0.000001,0.000015,0.023761,-0.006468,-0.018712,-0.087083,0.099859,0.028704,-0.056679,0.023645,-0.646981,-0.023761,0.006468,0.518712,0.011025,-0.009783,1.997909,-0.011025,0.009783,0.002091,-0.009454,0.027841,0.002690,0.000242,-0.005571,-0.037528,-0.000002,-0.000005,-0.000021,0.000000,-0.000001,0.000015
1770724721.912289,0.502653,0.125657,-0.408242,-0.204204,-0.596898,-0.408374,0.000002,0.000007,-0.000165,-0.000000,-0.000004,-0.000033,0.069560,-0.006805,0.010956,-0.141097,0.148947,-0.029082,-0.037827,-0.127427,-0.632142,-0.069560,0.006805,0.489044,-0.002371,0.007935,2.001560,0.002371,-0.007935,-0.001560,-0.003255,-0.016073,-0.002704,-0.000149,-0.008303,0.021363,0.000002,0.000007,-0.000165,-0.000000,-0.000004,-0.000033
1770724752.012267,-0.785406,-0.219872,0.031062,0.769690,-0.329906,0.000418,0.000008,-0.000039,0.000354,0.000000,0.000039,-0.000418,-0.008553,-0.005751,-0.023139,0.021325,0.039007,0.050567,-0.067329,-0.168379,-0.624408,0.008553,0.005751,0.523139,0.011528,-0.018780,1.995936,-0.011528,0.018780,0.004064,-0.001229,0.044044,0.003676,0.000266,-0.006140,-0.046180,0.000008,-0.000039,0.000354,0.000000,0.000039,-0.000418
1770724822.412235,0.282617,0.329225,0.367432,-0.298451,-0.298388,-0.311618,0.000126,0.000643,-0.006149,-0.000000,-0.000063,-0.002542,0.070628,0.009998,0.004267,-0.156419,0.145917,0.057125,-0.009409,0.190010,-0.672819,-0.070628,-0.009998,0.495733,-0.001781,0.006584,1.998434,0.001781,-0.006584,0.001566,-0.003111,-0.013344,0.000656,0.000085,0.009362,0.009209,0.000126,0.000642,-0.006143,-0.000000,-0.000063,-0.002539
1770724852.412287,-0.267185,0.690747,0.160290,0.204204,-0.015695,0.488022,0.000150,0.000403,-0.003210,0.000000,-0.000013,-0.001076,0.021631,0.005408,-0.018433,-0.097665,0.089460,0.057312,-0.041827,0.219350,-0.682019,-0.021631,-0.005408,0.518433,0.009467,-0.009458,2.002240,-0.009467,0.009458,-0.002240,-0.007077,0.025828,-0.001641,-0.000199,0.006198,-0.036703,0.000150,0.000403,-0.003207,0.000000,-0.000013,-0.001074
1770724882.512269,0.769724,0.722570,0.141745,0.361283,-1.366564,0.282798,-0.000034,-0.000004,-0.000373,0.000000,-0.000029,-0.000054,0.092874,-0.006379,0.023818,-0.167306,0.174012,0.015498,-0.050291,0.151561,-0.661896,-0.092874,0.006379,0.476182,-0.002839,0.017461,1.998753,0.002839,-0.017461,0.001247,-0.010959,-0.033569,-0.001945,-0.000303,-0.010759,0.046791,-0.000034,-0.000004,-0.000373,0.000000,-0.000029,-0.000054
1770724918.412273,0.628369,0.706768,-0.376123,0.251327,-0.251305,-0.157764,-0.000051,0.000090,-0.000869,-0.000000,-0.000022,0.000685,0.077358,-0.009991,-0.004846,-0.146066,0.157548,-0.042058,-0.041440,-0.028704,-0.645494,-0.077358,0.009991,0.504846,0.001127,0.004289,1.996182,-0.001127,-0.004289,0.003818,-0.006153,-0.006681,0.003246,0.000097,-0.009203,-0.010424,-0.000051,0.000090,-0.000868,-0.000000,-0.000022,0.000684
1770724948.412285,0.628330,0.533964,0.410604,-0.125664,-1.005304,-0.675878,-0.000011,0.000106,-0.002197,-0.000000,-0.000006,0.000436,0.098173,0.005753,0.007271,-0.174004,0.167575,0.029929,0.036058,0.103391,-0.651974,-0.098173,-0.005753,0.492729,-0.008497,0.005671,2.003062,0.008497,-0.005671,-0.003062,0.009579,-0.017622,-0.004864,0.000083,0.004295,0.015021,-0.000011,0.000106,-0.002195,-0.000000,-0.000006,0.000435
1770724990.412286,-0.078540,0.093912,0.458639,-0.502655,-0.204212,-0.595202,0.000000,0.000336,-0.003108,-0.000000,0.000009,-0.001700,0.037115,0.009995,-0.008352,-0.121966,0.107580,0.065348,-0.031121,0.222020,-0.683757,-0.037115,-0.009995,0.508352,0.005740,-0.011702,1.999256,-0.005740,0.011702,0.000744,0.001369,0.025961,0.001694,-0.000167,0.010598,-0.016304,0.000000,0.000336,-0.003105,-0.000000,0.000008,-0.001698
1770725020.512273,-0.031497,0.345528,0.142793,-0.644026,-1.005057,-0.628039,0.000081,0.000047,-0.001422,-0.000000,-0.000253,-0.000279,0.054727,0.007888,0.008248,-0.143293,0.134352,0.066665,-0.044299,0.252313,-0.692600,-0.054727,-0.007888,0.491752,0.001375,-0.000194,2.002759,-0.001375,0.000194,-0.002759,-0.002261,0.001787,-0.002645,0.000130,0.006967,0.016886,0.000081,0.000047,-0.001420,-0.000000,-0.000252,-0.000279
1770725050.512352,-0.125692,0.581217,-0.690954,-0.769690,-1.366547,0.345684,0.000028,-0.000022,-0.000196,-0.000000,-0.000046,-0.000109,0.053935,-0.008317,-0.000562,-0.130202,0.140714,0.031516,-0.061979,0.209112,-0.678854,-0.053935,0.008317,0.500562,0.005451,0.002350,1.998732,-0.005451,-0.002350,0.001268,-0.011818,0.001044,0.001227,0.000009,-0.008236,-0.001570,0.000028,-0.000022,-0.000196,-0.000000,-0.000046,-0.000109
1770725091.212332,-0.455519,0.078547,-0.486816,0.769690,-1.240897,-0.722682,-0.000012,-0.000007,-0.000131,0.000000,-0.000032,0.000116,-0.012365,-0.009976,-0.012954,0.046054,0.035849,0.045332,-0.073900,0.106708,-0.655401,0.012365,0.009976,0.512954,0.010442,-0.015085,1.998329,-0.010442,0.015085,0.001671,-0.003404,0.036516,0.001184,0.000258,-0.010285,-0.025755,-0.000012,-0.000007,-0.000131,0.000000,-0.000032,0.000116
